id,mz,rt,rtmin,rtmax,p_293T_2,image,prediction,EVA_remove,is_duplicate,mean_inten,low_inten,high_blank,high_QC_var
3374,1005.8886,14.2,14.16,14.33,1700,F4660.png,FALSE,TRUE,FALSE,1700,FALSE,FALSE,FALSE
4774,1005.8893,14.67,14.39,14.78,4800,F4661.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
4015,1005.9521,14.45,14.19,14.71,10000,F4662.png,TRUE,FALSE,FALSE,10000,FALSE,FALSE,FALSE
1514,1006.3485,7.9,7.77,8.07,3400,F4663.png,TRUE,FALSE,FALSE,3400,FALSE,FALSE,FALSE
4016,1006.4542,14.45,14.2,14.67,4300,F4664.png,TRUE,FALSE,FALSE,4300,FALSE,FALSE,FALSE
2236,1006.6585,10.29,10.25,10.33,2700,F4665.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
811,1006.7022,2.05,1.98,2.1,4800,F4666.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
4715,1006.8841,14.66,14.52,14.82,5300,F4667.png,TRUE,FALSE,FALSE,5300,FALSE,FALSE,FALSE
3874,1007.0208,14.41,14.15,14.79,85000,F4668.png,TRUE,FALSE,FALSE,85000,FALSE,FALSE,FALSE
2237,1007.1597,10.29,10.26,10.33,2200,F4669.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
1515,1007.3514,7.9,7.81,8,1400,F4670.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
4148,1007.4546,14.49,14.35,14.61,1200,F4671.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
3645,1007.5235,14.34,14.25,14.43,1500,F4672.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
680,1007.6874,1.93,1.77,2.13,4400,F4673.png,TRUE,FALSE,FALSE,4400,FALSE,FALSE,FALSE
4898,1007.8165,14.71,14.67,14.77,1400,F4674.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
4662,1007.8922,14.65,14.5,14.69,1300,F4675.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
3875,1008.0243,14.41,14.18,14.72,22000,F4676.png,TRUE,FALSE,FALSE,22000,FALSE,FALSE,FALSE
2754,1008.3566,11.72,11.56,11.86,2400,F4677.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
744,1008.6976,2.02,1.81,2.11,4300,F4678.png,TRUE,FALSE,FALSE,4300,FALSE,FALSE,FALSE
4775,1008.8811,14.67,14.43,14.77,4600,F4679.png,TRUE,FALSE,FALSE,4600,FALSE,FALSE,FALSE
3375,1008.8814,14.2,14.18,14.43,2300,F4680.png,FALSE,TRUE,FALSE,2300,FALSE,FALSE,FALSE
3749,1009.0245,14.38,14.19,14.66,7000,F4681.png,TRUE,FALSE,FALSE,7000,FALSE,FALSE,FALSE
2270,1009.1436,10.33,10.29,10.39,2200,F4682.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
716,1009.7125,1.99,1.94,2.07,1600,F4683.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
4716,1009.8805,14.66,14.49,14.77,2800,F4684.png,TRUE,FALSE,FALSE,2800,FALSE,FALSE,FALSE
4017,1009.9472,14.45,14.19,14.69,9700,F4685.png,TRUE,FALSE,FALSE,9700,FALSE,FALSE,FALSE
3974,1010.4477,14.44,14.2,14.67,3500,F4686.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
4939,1010.8284,14.72,14.67,14.76,1000,F4687.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
4717,1010.8898,14.66,14.54,14.68,1500,F4688.png,FALSE,TRUE,FALSE,1500,FALSE,FALSE,FALSE
3406,1010.9018,14.21,14.19,14.29,1400,F4689.png,FALSE,TRUE,FALSE,1400,FALSE,FALSE,FALSE
4055,1010.9431,14.46,14.23,14.69,5600,F4690.png,TRUE,FALSE,FALSE,5600,FALSE,FALSE,FALSE
2271,1011.174,10.33,10.28,10.39,2000,F4691.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
2181,1011.4676,10.12,10.06,10.21,1500,F4692.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
4995,1011.809,14.73,14.66,14.78,1300,F4693.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
3023,1011.8808,12.7,12.61,12.84,1900,F4694.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
3008,1012.868,12.57,12.44,12.74,3700,F4695.png,TRUE,FALSE,FALSE,3700,FALSE,FALSE,FALSE
4663,1012.8741,14.65,14.4,14.82,9400,F4696.png,TRUE,FALSE,FALSE,9400,FALSE,FALSE,FALSE
3376,1012.8756,14.2,14.15,14.4,2800,F4697.png,TRUE,FALSE,FALSE,2800,FALSE,FALSE,FALSE
2751,1013.3124,11.71,11.56,11.78,1300,F4698.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
2447,1013.5669,10.77,10.69,10.82,1100,F4699.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
4718,1013.8756,14.66,14.44,14.78,4300,F4700.png,TRUE,FALSE,FALSE,4300,FALSE,FALSE,FALSE
4107,1013.9393,14.47,14.18,14.71,9400,F4701.png,TRUE,FALSE,FALSE,9400,FALSE,FALSE,FALSE
4315,1014.442,14.55,14.2,14.68,3400,F4702.png,TRUE,FALSE,FALSE,3400,FALSE,FALSE,FALSE
4719,1014.8772,14.66,14.45,14.81,4100,F4703.png,TRUE,FALSE,FALSE,4100,FALSE,FALSE,FALSE
3942,1014.9393,14.43,14.2,14.69,5000,F4704.png,TRUE,FALSE,FALSE,5000,FALSE,FALSE,FALSE
2797,1014.9958,11.85,11.72,12.07,66000,F4705.png,TRUE,FALSE,FALSE,66000,FALSE,FALSE,FALSE
3908,1015.0051,14.42,14.21,14.59,6500,F4706.png,TRUE,FALSE,FALSE,6500,FALSE,FALSE,FALSE
2263,1015.1551,10.32,10.27,10.39,2200,F4707.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
4363,1015.4392,14.57,14.42,14.65,1400,F4708.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
3702,1015.5079,14.36,14.24,14.57,2900,F4709.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
812,1015.6668,2.05,2.01,2.1,3200,F4710.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
4615,1015.8784,14.63,14.59,14.72,1000,F4711.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
2798,1015.9975,11.85,11.74,12.01,17000,F4712.png,TRUE,FALSE,FALSE,17000,FALSE,FALSE,FALSE
3750,1016.0043,14.38,14.27,14.5,1800,F4713.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
4720,1016.8687,14.66,14.46,14.77,3500,F4714.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
3675,1016.9567,14.35,14.33,14.51,1100,F4715.png,FALSE,TRUE,FALSE,1100,FALSE,FALSE,FALSE
2811,1016.9996,11.86,11.75,11.98,4900,F4716.png,TRUE,FALSE,FALSE,4900,FALSE,FALSE,FALSE
2838,1017.1591,11.93,11.91,11.99,1100,F4717.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
813,1017.6848,2.05,1.98,2.1,20000,F4718.png,TRUE,FALSE,FALSE,20000,FALSE,FALSE,FALSE
1083,1017.6854,2.92,2.85,2.96,5000,F4719.png,TRUE,FALSE,FALSE,5000,FALSE,FALSE,FALSE
4664,1017.8689,14.65,14.54,14.74,2200,F4720.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
4182,1017.9339,14.5,14.19,14.71,7600,F4721.png,TRUE,FALSE,FALSE,7600,FALSE,FALSE,FALSE
2232,1018.1507,10.28,10.25,10.32,1500,F4722.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
4108,1018.4353,14.47,14.23,14.69,2900,F4723.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
814,1018.6878,2.05,1.98,2.1,11000,F4724.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
1084,1018.6888,2.92,2.88,2.95,2600,F4725.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
3447,1018.8936,14.23,14.18,14.26,2000,F4726.png,FALSE,TRUE,FALSE,2000,FALSE,FALSE,FALSE
4274,1018.9308,14.54,14.24,14.69,5000,F4727.png,TRUE,FALSE,FALSE,5000,FALSE,FALSE,FALSE
3603,1018.9982,14.32,14.21,14.5,4000,F4728.png,TRUE,FALSE,FALSE,4000,FALSE,FALSE,FALSE
3119,1019.0478,13.78,13.73,13.97,1700,F4729.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
4204,1019.4342,14.51,14.4,14.59,1500,F4730.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
3703,1019.5007,14.36,14.23,14.49,1500,F4731.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
815,1019.7,2.05,1.97,2.1,28000,F4732.png,TRUE,FALSE,FALSE,28000,FALSE,FALSE,FALSE
1085,1019.7001,2.92,2.84,2.96,6300,F4733.png,TRUE,FALSE,FALSE,6300,FALSE,FALSE,FALSE
1086,1020.702,2.92,2.86,2.95,3100,F4734.png,TRUE,FALSE,FALSE,3100,FALSE,FALSE,FALSE
776,1020.7036,2.04,1.97,2.1,14000,F4735.png,TRUE,FALSE,FALSE,14000,FALSE,FALSE,FALSE
4862,1020.8614,14.69,14.39,14.82,6800,F4736.png,TRUE,FALSE,FALSE,6800,FALSE,FALSE,FALSE
3344,1020.8635,14.19,14.15,14.36,2500,F4737.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
816,1021.706,2.05,1.98,2.08,4500,F4738.png,TRUE,FALSE,FALSE,4500,FALSE,FALSE,FALSE
4816,1021.8628,14.68,14.52,14.81,3400,F4739.png,TRUE,FALSE,FALSE,3400,FALSE,FALSE,FALSE
4316,1021.9259,14.55,14.18,14.73,7400,F4740.png,TRUE,FALSE,FALSE,7400,FALSE,FALSE,FALSE
2143,1022.1744,9.97,9.92,10.04,4100,F4741.png,TRUE,FALSE,FALSE,4100,FALSE,FALSE,FALSE
4429,1022.4294,14.58,14.2,14.69,2900,F4742.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
4863,1022.8561,14.69,14.63,14.82,4000,F4743.png,TRUE,FALSE,FALSE,4000,FALSE,FALSE,FALSE
3975,1022.9943,14.44,14.16,14.79,67000,F4744.png,TRUE,FALSE,FALSE,67000,FALSE,FALSE,FALSE
2114,1023.1025,9.9,9.85,10.04,3000,F4745.png,TRUE,FALSE,FALSE,3000,FALSE,FALSE,FALSE
3976,1023.494,14.44,14.27,14.61,3400,F4746.png,TRUE,FALSE,FALSE,3400,FALSE,FALSE,FALSE
4776,1023.8622,14.67,14.6,14.73,1100,F4747.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
3876,1023.9972,14.41,14.18,14.76,19000,F4748.png,TRUE,FALSE,FALSE,19000,FALSE,FALSE,FALSE
2126,1024.1035,9.91,9.87,10.01,1200,F4749.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
3528,1024.906,14.27,14.21,14.36,2400,F4750.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
4018,1024.9959,14.45,14.19,14.72,9700,F4751.png,TRUE,FALSE,FALSE,9700,FALSE,FALSE,FALSE
2127,1025.0998,9.91,9.86,10,1400,F4752.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
4996,1025.8521,14.73,14.59,14.76,1800,F4753.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
4468,1025.9203,14.59,14.18,14.72,6300,F4754.png,TRUE,FALSE,FALSE,6300,FALSE,FALSE,FALSE
2785,1025.9816,11.84,11.78,11.92,4700,F4755.png,TRUE,FALSE,FALSE,4700,FALSE,FALSE,FALSE
3797,1025.9923,14.39,14.23,14.58,2100,F4756.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
4364,1026.4222,14.57,14.2,14.67,2700,F4757.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
2780,1026.4839,11.83,11.79,11.9,2400,F4758.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
4275,1026.9128,14.54,14.29,14.68,4500,F4759.png,TRUE,FALSE,FALSE,4500,FALSE,FALSE,FALSE
2786,1026.984,11.84,11.8,11.88,1400,F4760.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
3835,1026.9874,14.4,14.2,14.6,7400,F4761.png,TRUE,FALSE,FALSE,7400,FALSE,FALSE,FALSE
4365,1027.4222,14.57,14.43,14.65,1100,F4762.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
3704,1027.4869,14.36,14.24,14.53,3600,F4763.png,TRUE,FALSE,FALSE,3600,FALSE,FALSE,FALSE
3676,1027.9837,14.35,14.25,14.53,2100,F4764.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
2233,1028.2103,10.28,10.22,10.33,1600,F4765.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
2411,1028.7255,10.73,10.7,10.78,1400,F4766.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
4864,1028.8483,14.69,14.46,14.82,4900,F4767.png,TRUE,FALSE,FALSE,4900,FALSE,FALSE,FALSE
3377,1028.8546,14.2,14.15,14.31,1800,F4768.png,FALSE,TRUE,FALSE,1800,FALSE,FALSE,FALSE
4865,1029.8503,14.69,14.6,14.78,2300,F4769.png,TRUE,FALSE,FALSE,2300,FALSE,FALSE,FALSE
4366,1029.9132,14.57,14.18,14.73,5600,F4770.png,TRUE,FALSE,FALSE,5600,FALSE,FALSE,FALSE
2595,1030.1564,11.15,11.02,11.27,30000,F4771.png,TRUE,FALSE,FALSE,30000,FALSE,FALSE,FALSE
4559,1030.4159,14.62,14.27,14.72,2200,F4772.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
4997,1030.8447,14.73,14.67,14.79,2800,F4773.png,TRUE,FALSE,FALSE,2800,FALSE,FALSE,FALSE
3581,1030.9113,14.31,14.29,14.36,1200,F4774.png,FALSE,TRUE,FALSE,1200,FALSE,FALSE,FALSE
3877,1030.981,14.41,14.16,14.77,35000,F4775.png,TRUE,FALSE,FALSE,35000,FALSE,FALSE,FALSE
2596,1031.1596,11.15,11.03,11.25,9500,F4776.png,TRUE,FALSE,FALSE,9500,FALSE,FALSE,FALSE
4367,1031.4126,14.57,14.54,14.68,1300,F4777.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
3943,1031.4817,14.43,14.21,14.63,4000,F4778.png,TRUE,FALSE,FALSE,4000,FALSE,FALSE,FALSE
758,1031.7139,2.03,1.99,2.07,2700,F4779.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
3798,1031.9826,14.39,14.18,14.71,10000,F4780.png,TRUE,FALSE,FALSE,10000,FALSE,FALSE,FALSE
2597,1032.1618,11.15,11.05,11.23,2700,F4781.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
1501,1032.3652,7.83,7.74,7.98,2300,F4782.png,TRUE,FALSE,FALSE,2300,FALSE,FALSE,FALSE
777,1032.7162,2.04,1.99,2.06,1600,F4783.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
5139,1032.7619,14.77,14.71,14.82,1100,F4784.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
4817,1032.8432,14.68,14.57,14.76,2600,F4785.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
3582,1032.9779,14.31,14.18,14.65,3400,F4786.png,TRUE,FALSE,FALSE,3400,FALSE,FALSE,FALSE
1502,1033.3683,7.84,7.76,7.93,1000,F4787.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
745,1033.7193,2.02,1.96,2.07,2800,F4788.png,TRUE,FALSE,FALSE,2800,FALSE,FALSE,FALSE
4998,1033.841,14.73,14.59,14.78,1600,F4789.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
4317,1033.9086,14.55,14.18,14.73,5300,F4790.png,TRUE,FALSE,FALSE,5300,FALSE,FALSE,FALSE
2787,1033.9671,11.84,11.8,11.88,2100,F4791.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
4616,1034.4075,14.63,14.42,14.72,1800,F4792.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
3479,1034.4092,14.24,14.21,14.36,1000,F4793.png,FALSE,TRUE,FALSE,1000,FALSE,FALSE,FALSE
746,1034.7237,2.02,1.98,2.06,1300,F4794.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
3011,1034.8427,12.59,12.43,12.77,3100,F4795.png,TRUE,FALSE,FALSE,3100,FALSE,FALSE,FALSE
4818,1034.8536,14.68,14.66,14.77,1300,F4796.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
3097,1034.8935,13.48,13.41,13.65,1000,F4797.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
4469,1034.9052,14.59,14.41,14.72,3800,F4798.png,TRUE,FALSE,FALSE,3800,FALSE,FALSE,FALSE
3751,1034.9732,14.38,14.21,14.65,8800,F4799.png,TRUE,FALSE,FALSE,8800,FALSE,FALSE,FALSE
2626,1035.1148,11.22,11.12,11.32,5100,F4800.png,TRUE,FALSE,FALSE,5100,FALSE,FALSE,FALSE
3752,1035.4746,14.38,14.23,14.61,3500,F4801.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
4056,1035.9728,14.46,14.31,14.5,3000,F4802.png,TRUE,FALSE,FALSE,3000,FALSE,FALSE,FALSE
2630,1036.1178,11.23,11.16,11.29,1500,F4803.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
4057,1036.4726,14.46,14.42,14.52,1300,F4804.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
4866,1036.8359,14.69,14.51,14.82,4200,F4805.png,TRUE,FALSE,FALSE,4200,FALSE,FALSE,FALSE
2799,1036.9698,11.85,11.73,12.01,24000,F4806.png,TRUE,FALSE,FALSE,24000,FALSE,FALSE,FALSE
4819,1037.8351,14.68,14.61,14.79,1800,F4807.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
4617,1037.9005,14.63,14.18,14.74,4700,F4808.png,TRUE,FALSE,FALSE,4700,FALSE,FALSE,FALSE
2788,1037.9696,11.84,11.75,11.98,8500,F4809.png,TRUE,FALSE,FALSE,8500,FALSE,FALSE,FALSE
4470,1038.4014,14.59,14.52,14.71,2000,F4810.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
4999,1038.828,14.73,14.68,14.82,2900,F4811.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
3480,1038.8977,14.24,14.18,14.26,1700,F4812.png,FALSE,TRUE,FALSE,1700,FALSE,FALSE,FALSE
2800,1038.9669,11.85,11.75,11.95,4900,F4813.png,TRUE,FALSE,FALSE,4900,FALSE,FALSE,FALSE
4149,1038.9677,14.49,14.16,14.79,39000,F4814.png,TRUE,FALSE,FALSE,39000,FALSE,FALSE,FALSE
16,1039.3126,1.52,1.49,1.57,1100,F4815.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
3977,1039.4686,14.44,14.2,14.66,4100,F4816.png,TRUE,FALSE,FALSE,4100,FALSE,FALSE,FALSE
847,1039.6672,2.06,2.01,2.08,1700,F4817.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
4109,1039.9693,14.47,14.19,14.74,13000,F4818.png,TRUE,FALSE,FALSE,13000,FALSE,FALSE,FALSE
4110,1040.465,14.47,14.41,14.6,1200,F4819.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
5000,1040.8267,14.73,14.63,14.81,2500,F4820.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
4111,1040.9678,14.47,14.19,14.74,7500,F4821.png,TRUE,FALSE,FALSE,7500,FALSE,FALSE,FALSE
2638,1041.1875,11.25,11.21,11.3,2900,F4822.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
817,1041.6819,2.05,2,2.11,2200,F4823.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
5084,1041.824,14.76,14.68,14.79,1100,F4824.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
4560,1041.8944,14.62,14.51,14.74,4100,F4825.png,TRUE,FALSE,FALSE,4100,FALSE,FALSE,FALSE
4112,1041.9674,14.47,14.27,14.63,2300,F4826.png,TRUE,FALSE,FALSE,2300,FALSE,FALSE,FALSE
2639,1042.1888,11.25,11.22,11.29,1100,F4827.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
4525,1042.396,14.61,14.54,14.69,1500,F4828.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
4561,1042.8866,14.62,14.45,14.72,4900,F4829.png,TRUE,FALSE,FALSE,4900,FALSE,FALSE,FALSE
3836,1042.9609,14.4,14.19,14.66,10000,F4830.png,TRUE,FALSE,FALSE,10000,FALSE,FALSE,FALSE
2564,1043.169,11.11,11.05,11.2,4800,F4831.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
3944,1043.4619,14.43,14.23,14.63,4000,F4832.png,TRUE,FALSE,FALSE,4000,FALSE,FALSE,FALSE
2581,1043.6706,11.12,11.06,11.17,1900,F4833.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
759,1043.6987,2.03,1.96,2.08,4400,F4834.png,TRUE,FALSE,FALSE,4400,FALSE,FALSE,FALSE
4058,1043.9611,14.46,14.21,14.52,4300,F4835.png,TRUE,FALSE,FALSE,4300,FALSE,FALSE,FALSE
4059,1044.4609,14.46,14.32,14.57,1200,F4836.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
778,1044.7039,2.04,1.98,2.07,2600,F4837.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
4940,1044.8248,14.72,14.58,14.82,3100,F4838.png,TRUE,FALSE,FALSE,3100,FALSE,FALSE,FALSE
3318,1044.83,14.18,14.15,14.24,1600,F4839.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
2789,1044.9568,11.84,11.79,11.88,1500,F4840.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
4113,1044.9621,14.47,14.38,14.51,1400,F4841.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1053,1045.7157,2.91,2.86,2.94,1300,F4842.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
760,1045.7162,2.03,1.93,2.08,11000,F4843.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
5001,1045.823,14.73,14.63,14.78,1600,F4844.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
3407,1045.8868,14.21,14.18,14.3,1700,F4845.png,FALSE,TRUE,FALSE,1700,FALSE,FALSE,FALSE
4526,1045.8874,14.61,14.45,14.76,3500,F4846.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
4527,1046.3911,14.61,14.51,14.74,1400,F4847.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
2157,1046.4849,10.01,9.91,10.15,4400,F4848.png,TRUE,FALSE,FALSE,4400,FALSE,FALSE,FALSE
761,1046.7194,2.03,1.96,2.07,6300,F4849.png,TRUE,FALSE,FALSE,6300,FALSE,FALSE,FALSE
5002,1046.8189,14.73,14.68,14.82,1700,F4850.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
4777,1046.8848,14.67,14.61,14.74,2900,F4851.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
4019,1046.9549,14.45,14.16,14.79,32000,F4852.png,TRUE,FALSE,FALSE,32000,FALSE,FALSE,FALSE
2158,1046.9863,10.01,9.94,10.16,4800,F4853.png,FALSE,TRUE,FALSE,4800,FALSE,FALSE,FALSE
2382,1047.4789,10.61,10.53,10.73,5800,F4854.png,TRUE,FALSE,FALSE,5800,FALSE,FALSE,FALSE
2155,1047.4873,10,9.92,10.12,2600,F4855.png,FALSE,TRUE,FALSE,2600,FALSE,FALSE,FALSE
747,1047.7311,2.02,1.92,2.08,11000,F4856.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
4060,1047.9571,14.46,14.18,14.74,12000,F4857.png,TRUE,FALSE,FALSE,12000,FALSE,FALSE,FALSE
2387,1047.9826,10.63,10.56,10.65,3000,F4858.png,TRUE,FALSE,FALSE,3000,FALSE,FALSE,FALSE
3677,1048.0186,14.35,14.3,14.41,3200,F4859.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
3878,1048.4566,14.41,14.3,14.6,1200,F4860.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
3646,1048.523,14.34,14.25,14.43,1200,F4861.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
1510,1048.5711,7.86,7.78,8,1200,F4862.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
748,1048.7349,2.02,1.94,2.07,6100,F4863.png,TRUE,FALSE,FALSE,6100,FALSE,FALSE,FALSE
5003,1048.8162,14.73,14.63,14.78,2000,F4864.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
1507,1048.8215,7.85,7.75,8.08,3600,F4865.png,TRUE,FALSE,FALSE,3600,FALSE,FALSE,FALSE
3112,1048.9064,13.73,13.68,13.78,1000,F4866.png,FALSE,TRUE,FALSE,1000,FALSE,FALSE,FALSE
4318,1048.9532,14.55,14.18,14.73,5500,F4867.png,TRUE,FALSE,FALSE,5500,FALSE,FALSE,FALSE
1503,1049.0727,7.84,7.74,8.12,4500,F4868.png,TRUE,FALSE,FALSE,4500,FALSE,FALSE,FALSE
1508,1049.3219,7.85,7.74,8.07,3800,F4869.png,TRUE,FALSE,FALSE,3800,FALSE,FALSE,FALSE
1504,1049.5724,7.84,7.76,8.06,2500,F4870.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
749,1049.738,2.02,1.94,2.07,1600,F4871.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
1509,1049.8242,7.85,7.8,7.99,1200,F4872.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
4618,1049.8819,14.63,14.39,14.76,3800,F4873.png,TRUE,FALSE,FALSE,3800,FALSE,FALSE,FALSE
3408,1049.8836,14.21,14.18,14.31,1700,F4874.png,FALSE,TRUE,FALSE,1700,FALSE,FALSE,FALSE
4721,1050.3835,14.66,14.53,14.72,1100,F4875.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
3004,1050.8117,12.56,12.47,12.67,1200,F4876.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
4665,1050.8807,14.65,14.57,14.72,3400,F4877.png,TRUE,FALSE,FALSE,3400,FALSE,FALSE,FALSE
4150,1050.9474,14.49,14.19,14.69,8600,F4878.png,TRUE,FALSE,FALSE,8600,FALSE,FALSE,FALSE
4114,1051.4488,14.47,14.19,14.68,3500,F4879.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
277,1051.712,1.61,1.49,2.63,35000,F4880.png,TRUE,FALSE,FALSE,35000,FALSE,FALSE,FALSE
3079,1051.8867,13.11,13.02,13.2,1300,F4881.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
