mz,rt,rtmin,rtmax,p_glc
221.1496,757.8000000000001,747.6,769.8,240000
225.0158,757.8000000000001,752.4,768,82000
252.9721,757.8000000000001,752.4,769.8,110000
254.1135,757.8000000000001,754.2,785.4,48000
256.0302,757.8000000000001,749.4,792,1200000
257.0311,757.8000000000001,750.6,766.1999999999999,140000
258.0278,757.8000000000001,750.6,764.4,170000
273.1558,757.8000000000001,749.4,776.4,99000
274.0408,757.8000000000001,750.6,771.5999999999999,370000
275.0248,757.8000000000001,749.4,799.2,2400000
277.0223,757.8000000000001,750.6,776.4,370000
287.9801,757.8000000000001,752.4,771.5999999999999,230000
291.0024,757.8000000000001,752.4,766.1999999999999,160000
293.0354,757.8000000000001,752.4,766.1999999999999,170000
297.0067,757.8000000000001,750.6,793.8000000000001,760000
298.0574,757.8000000000001,752.4,764.4,86000
299.0043,757.8000000000001,752.4,773.4000000000001,130000
299.0544,757.8000000000001,752.4,771.5999999999999,110000
306.0755,757.8000000000001,733.8000000000001,768,600000
307.0789,757.8000000000001,749.4,762.6,88000
312.9806,757.8000000000001,752.4,768,79000
316.0514,757.8000000000001,749.4,789,1500000
317.0551,757.8000000000001,752.4,769.8,140000
318.049,757.8000000000001,750.6,771.5999999999999,240000
328.9581,757.8000000000001,752.4,768,98000
350.9401,757.8000000000001,752.4,773.4000000000001,80000
401.9835,757.8000000000001,752.4,764.4,110000
407.0307,757.8000000000001,750.6,768,1300000
409.0283,757.8000000000001,754.2,766.1999999999999,210000
422.036,757.8000000000001,744,766.1999999999999,57000
423.0083,757.8000000000001,752.4,766.1999999999999,380000
425.1404,757.8000000000001,752.4,766.1999999999999,210000
429.0126,757.8000000000001,752.4,771.5999999999999,960000
431.0101,757.8000000000001,752.4,766.1999999999999,170000
444.9904,757.8000000000001,752.4,764.4,320000
450.9821,757.8000000000001,752.4,764.4,130000
450.9946,757.8000000000001,754.2,766.1999999999999,220000
713.9656,757.8000000000001,754.2,768,210000
741.9522,757.8000000000001,754.2,766.1999999999999,160000
834.9191,757.8000000000001,752.4,762.6,140000
904.5792,757.8000000000001,756,769.8,190000
105.0658,759.6,730.2,778.2,87000
109.0284,759.6,742.1999999999999,776.4,70000
236.9982,759.6,749.4,801,1700000
238.0015,759.6,752.4,776.4,110000
272.0078,759.6,750.6,776.4,430000
276.0282,759.6,752.4,771.5999999999999,150000
298.0074,759.6,750.6,764.4,110000
317.0521,759.6,750.6,766.1999999999999,150000
332.029,759.6,752.4,764.4,91000
451.0072,759.6,754.2,766.1999999999999,200000
483.9918,759.6,749.4,849,14000000
484.995,759.6,750.6,809.4,1400000
506.9767,759.6,750.6,781.8,200000
521.9388,759.6,750.6,780,360000
528.9589,759.6,750.6,778.2,89000
537.9112,759.6,756,769.8,110000
546.9878,759.6,752.4,781.8,640000
547.9899,759.6,752.4,769.8,110000
548.9852,759.6,754.2,766.1999999999999,67000
549.9376,759.6,754.2,785.4,150000
562.9652,759.6,752.4,776.4,260000
697.9881,759.6,752.4,768,670000
719.9702,759.6,754.2,768,160000
775.2112,759.6,756,766.1999999999999,110000
112.0497,761.4,752.4,783.6,160000
131.0896,761.4,757.8000000000001,771.5999999999999,57000
189.1561,761.4,757.8000000000001,773.4000000000001,130000
189.1597,761.4,745.8,801,19000000
190.1568,761.4,754.2,776.4,110000
190.1631,761.4,750.6,783.6,1800000
307.1995,761.4,744,775.2,140000
318.9887,761.4,750.6,775.2,200000
326.9809,761.4,752.4,789,110000
334.9626,761.4,752.4,775.2,140000
405.0094,761.4,733.8000000000001,780,83000
485.996,761.4,750.6,799.2,360000
505.9612,761.4,749.4,825,3100000
505.9736,761.4,749.4,828.6,2000000
522.9878,761.4,752.4,775.2,130000
527.9432,761.4,750.6,797.4,970000
527.9557,761.4,752.4,823.2,690000
554.9997,761.4,756,769.8,160000
603.9381,761.4,754.2,773.4000000000001,170000
245.0566,762.6,756,787.1999999999999,69000
251.1601,762.6,747.6,776.4,170000
258.9801,762.6,752.4,775.2,190000
264.1078,762.6,757.8000000000001,768,42000
348.9629,762.6,754.2,783.6,70000
356.9571,762.6,752.4,785.4,99000
543.9208,762.6,752.4,789,230000
572.001,762.6,757.8000000000001,780,61000
576.9816,762.6,756,769.8,150000
191.164,764.4,756,769.8,60000
191.1664,764.4,754.2,773.4000000000001,80000
264.0714,764.4,761.4,771.5999999999999,64000
322.9929,764.4,757.8000000000001,829.8,910000
403.9993,764.4,759.6,781.8,190000
460.9495,764.4,759.6,771.5999999999999,66000
549.9252,764.4,754.2,773.4000000000001,97000
551.9668,764.4,745.8,829.8,150000
647.9021,764.4,754.2,775.2,96000
205.1546,766.1999999999999,752.4,792,1400000
286.0534,766.1999999999999,759.6,771.5999999999999,99000
362.9855,766.1999999999999,754.2,789,240000
384.9672,766.1999999999999,754.2,813,590000
419.9769,766.1999999999999,754.2,781.8,160000
341.0033,768,749.4,804,700000
425.9813,768,761.4,787.1999999999999,110000
102.0662,769.8,754.2,785.4,180000
197.9924,769.8,762.6,775.2,44000
206.158,769.8,757.8000000000001,781.8,130000
330.073,769.8,762.6,781.8,660000
406.9492,769.8,759.6,785.4,230000
441.9588,769.8,759.6,783.6,79000
553.9518,769.8,768,778.2,33000
567.9318,769.8,762.6,793.8000000000001,70000
255.1339,771.5999999999999,756,778.2,59000
273.1445,771.5999999999999,759.6,781.8,130000
291.1551,771.5999999999999,764.4,783.6,95000
298.1873,771.5999999999999,759.6,793.8000000000001,690000
309.1656,771.5999999999999,757.8000000000001,797.4,1200000
310.169,771.5999999999999,759.6,781.8,180000
331.1476,771.5999999999999,764.4,781.8,85000
432.0117,771.5999999999999,764.4,778.2,120000
449.0774,771.5999999999999,766.1999999999999,778.2,27000
573.9363,771.5999999999999,761.4,775.2,48000
239.1139,773.4000000000001,761.4,787.1999999999999,180000
424.1021,773.4000000000001,764.4,785.4,1700000
425.1054,773.4000000000001,764.4,783.6,250000
446.084,773.4000000000001,766.1999999999999,781.8,440000
530.9744,773.4000000000001,769.8,795.6,83000
299.1908,775.2,764.4,783.6,91000
310.2352,775.2,762.6,783.6,230000
426.0978,775.2,766.1999999999999,780,74000
573.9486,775.2,759.6,783.6,55000
246.0972,776.4,769.8,780,27000
329.0785,776.4,769.8,783.6,150000
263.0873,778.2,768,787.1999999999999,420000
269.172,778.2,764.4,802.8000000000001,470000
306.0932,778.2,768,785.4,1100000
307.0965,778.2,769.8,783.6,120000
328.0751,778.2,768,787.1999999999999,1200000
350.0571,778.2,771.5999999999999,783.6,170000
264.1077,780,778.2,797.4,38000
270.1754,780,768,790.2,49000
383.0138,780,775.2,792,62000
173.1032,781.8,775.2,792,94000
216.6318,781.8,769.8,799.2,1000000
240.0029,781.8,780,792,35000
246.1811,781.8,762.6,816,4100000
432.2563,781.8,771.5999999999999,797.4,270000
247.1845,783.6,771.5999999999999,797.4,500000
563.9776,783.6,776.4,826.8,970000
565.9746,783.6,778.2,799.2,110000
589.9435,783.6,778.2,807.6,200000
618.9433,783.6,778.2,799.2,99000
152.0552,785.4,776.4,801,62000
216.9569,776.4,761.4,780,120000
217.1334,785.4,773.4000000000001,793.8000000000001,200000
239.0189,785.4,769.8,807.6,58000
523.9977,785.4,775.2,849,7500000
524.9944,785.4,781.8,801,70000
525.0013,785.4,775.2,828.6,880000
545.9672,785.4,775.2,805.8,720000
545.9797,785.4,775.2,828.6,1600000
546.9691,785.4,778.2,797.4,120000
561.9447,785.4,775.2,811.1999999999999,460000
567.9489,785.4,776.4,805.8,320000
567.9615,785.4,776.4,825,580000
586.9936,785.4,776.4,809.4,430000
587.9958,785.4,778.2,793.8000000000001,82000
602.9713,785.4,780,792,97000
643.9439,785.4,778.2,799.2,170000
665.9261,785.4,778.2,799.2,110000
174.1236,787.1999999999999,776.4,801,130000
211.0026,787.1999999999999,761.4,813,180000
392.1299,787.1999999999999,780,795.6,210000
526.0022,787.1999999999999,776.4,802.8000000000001,210000
585.9596,787.1999999999999,778.2,805.8,280000
587.957,787.1999999999999,780,792,31000
679.9263,787.1999999999999,780,793.8000000000001,83000
108.9265,789,780,805.8,49000
147.1127,789,778.2,801,420000
189.1426,789,778.2,804,88000
338.9675,789,780,792,49000
466.0132,789,781.8,793.8000000000001,50000
530.9886,789,778.2,790.2,45000
572.0007,789,780,802.8000000000001,31000
687.9082,789,780,793.8000000000001,79000
123.0403,790.2,740.4,828.6,130000
188.1393,790.2,773.4000000000001,817.8000000000001,800000
195.025,790.2,744,833.4000000000001,270000
245.0565,790.2,787.1999999999999,811.1999999999999,69000
254.1134,790.2,785.4,802.8000000000001,38000
268.9131,790.2,771.5999999999999,813,70000
273.6532,790.2,778.2,799.2,150000
406.1455,790.2,776.4,799.2,150000
411.0103,790.2,783.6,802.8000000000001,52000
614.1623,790.2,785.4,801,130000
779.7919,790.2,778.2,809.4,380000
781.5166,790.2,785.4,799.2,120000
857.5701,790.2,780,819.6,480000
988.7044,790.2,785.4,801,130000
250.012,792,776.4,804,110000
251.0374,792,778.2,801,93000
271.6866,792,785.4,804,65000
281.9533,801,795.6,826.8,78000
289.9349,792,768,825,100000
378.1141,792,785.4,799.2,200000
391.9659,792,776.4,802.8000000000001,95000
714.559,792,781.8,809.4,310000
714.7259,792,778.2,811.1999999999999,550000
779.7007,792,776.4,814.8,750000
186.0218,793.8000000000001,773.4000000000001,805.8,210000
191.1389,793.8000000000001,781.8,811.1999999999999,270000
203.1502,793.8000000000001,783.6,828.6,220000
204.0324,793.8000000000001,775.2,804,210000
228.0299,793.8000000000001,783.6,801,110000
232.0273,793.8000000000001,778.2,805.8,260000
236.0015,793.8000000000001,780,813,74000
250.0379,793.8000000000001,752.4,829.8,14000000
251.0412,793.8000000000001,768,811.1999999999999,1300000
252.0336,793.8000000000001,771.5999999999999,807.6,640000
252.0421,793.8000000000001,775.2,804,160000
272.0198,793.8000000000001,773.4000000000001,811.1999999999999,1200000
332.0284,793.8000000000001,783.6,805.8,110000
413.9479,793.8000000000001,781.8,801,66000
422.0359,793.8000000000001,785.4,804,180000
599.0713,793.8000000000001,789,804,230000
646.987,793.8000000000001,787.1999999999999,804,290000
781.6078,793.8000000000001,785.4,804,270000
857.169,793.8000000000001,781.8,809.4,410000
857.269,793.8000000000001,781.8,805.8,490000
952.8546,793.8000000000001,783.6,807.6,330000
952.9662,793.8000000000001,787.1999999999999,814.8,260000
97.0277,795.6,781.8,802.8000000000001,58000
112.0215,795.6,783.6,799.2,67000
257.9835,795.6,769.8,807.6,70000
274.0154,795.6,787.1999999999999,799.2,47000
294.0018,795.6,773.4000000000001,809.4,490000
313.0339,795.6,778.2,802.8000000000001,110000
329.0113,795.6,776.4,805.8,170000
399.9621,795.6,783.6,802.8000000000001,77000
405.0093,795.6,783.6,807.6,3200000
406.0126,795.6,787.1999999999999,805.8,300000
407.0135,795.6,789,802.8000000000001,77000
407.9436,795.6,787.1999999999999,802.8000000000001,76000
413.9605,795.6,783.6,804,120000
426.9913,795.6,789,805.8,370000
484.0532,795.6,790.2,804,260000
581.0411,795.6,790.2,802.8000000000001,120000
598.0677,795.6,787.1999999999999,805.8,1300000
603.0109,795.6,789,802.8000000000001,250000
603.0231,795.6,787.1999999999999,805.8,1500000
604.0266,795.6,787.1999999999999,804,250000
624.9927,795.6,789,801,150000
625.0049,795.6,787.1999999999999,807.6,830000
626.0083,795.6,789,804,170000
646.9748,795.6,790.2,802.8000000000001,63000
714.6424,795.6,778.2,811.1999999999999,400000
716.3899,795.6,787.1999999999999,802.8000000000001,120000
716.6414,795.6,781.8,799.2,130000
779.2448,795.6,783.6,802.8000000000001,230000
779.4273,795.6,778.2,809.4,510000
779.5184,795.6,776.4,821.4,630000
779.8829,795.6,781.8,811.1999999999999,280000
857.4697,795.6,775.2,813,800000
857.6702,795.6,783.6,813,510000
857.8712,795.6,785.4,805.8,200000
952.4093,795.6,780,814.8,450000
97.9913,797.4,793.8000000000001,804,55000
221.1495,797.4,783.6,809.4,180000
230.6348,797.4,789,811.1999999999999,200000
232.9345,797.4,764.4,814.8,150000
315.9837,797.4,771.5999999999999,804,150000
344.9841,797.4,776.4,804,130000
362.0027,797.4,783.6,804,87000
383.9845,797.4,775.2,801,100000
435.9425,797.4,789,802.8000000000001,52000
618.9878,797.4,789,804,230000
714.4751,797.4,789,801,340000
714.8096,797.4,783.6,809.4,360000
714.9765,797.4,783.6,813,180000
779.6095,797.4,778.2,819.6,700000
781.7908,797.4,793.8000000000001,809.4,110000
857.3695,797.4,781.8,817.8000000000001,630000
857.77,797.4,781.8,807.6,310000
952.521,797.4,778.2,813,610000
952.6323,797.4,778.2,819.6,560000
952.7435,797.4,780,817.8000000000001,450000
953.0775,797.4,785.4,813,160000
161.1284,799.2,776.4,847.1999999999999,4300000
162.1318,799.2,789,826.8,310000
248.1426,799.2,783.6,813,52000
314.9376,799.2,793.8000000000001,811.1999999999999,81000
372.2162,799.2,790.2,817.8000000000001,150000
405.9665,799.2,785.4,802.8000000000001,71000
769.2424,799.2,797.4,809.4,77000
779.974,799.2,795.6,805.8,260000
251.9791,801,761.4,809.4,120000
252.1342,801,792,814.8,97000
254.9253,801,783.6,814.8,73000
268.9256,801,787.1999999999999,809.4,64000
273.9573,801,766.1999999999999,809.4,120000
295.9393,801,764.4,813,100000
298.96,801,762.6,813,130000
781.6995,802.8000000000001,795.6,807.6,140000
276.9072,804,775.2,809.4,120000
374.9462,804,773.4000000000001,805.8,60000
567.9316,804,797.4,809.4,56000
573.949,804,802.8000000000001,816,49000
189.1345,805.8,790.2,826.8,780000
190.1379,805.8,793.8000000000001,816,66000
274.1874,805.8,789,811.1999999999999,75000
396.8663,805.8,801,816,52000
859.7689,807.6,804,814.8,60000
215.0876,809.4,802.8000000000001,828.6,370000
231.0651,809.4,802.8000000000001,828.6,170000
267.0438,809.4,799.2,826.8,260000
291.0232,809.4,804,826.8,54000
379.0336,809.4,804,821.4,55000
380.9981,809.4,802.8000000000001,825,99000
640.0926,809.4,805.8,821.4,84000
70.0652,811.1999999999999,802.8000000000001,843.6,1200000
116.0689,811.1999999999999,802.8000000000001,826.8,150000
133.095,811.1999999999999,802.8000000000001,826.8,260000
133.0992,811.1999999999999,804,825,320000
216.0884,811.1999999999999,805.8,817.8000000000001,52000
217.0535,811.1999999999999,805.8,825,110000
237.0696,811.1999999999999,801,826.8,320000
245.0618,811.1999999999999,802.8000000000001,825,150000
251.1664,811.1999999999999,793.8000000000001,826.8,150000
253.0435,811.1999999999999,802.8000000000001,825,180000
260.1717,811.1999999999999,802.8000000000001,849,180000
275.0253,811.1999999999999,799.2,825,260000
305.0032,811.1999999999999,801,825,170000
309.1383,811.1999999999999,805.8,821.4,200000
325.1159,811.1999999999999,805.8,817.8000000000001,130000
387.0023,811.1999999999999,804,823.2,98000
388.9798,811.1999999999999,804,821.4,63000
394.984,811.1999999999999,805.8,823.2,100000
402.9802,811.1999999999999,802.8000000000001,823.2,110000
415.11130000000003,811.1999999999999,805.8,819.6,91000
662.0621,811.1999999999999,805.8,819.6,66000
115.0865,813,801,849,4900000
116.0705,813,802.8000000000001,843.6,20000000
117.0739,813,802.8000000000001,833.4000000000001,1100000
133.0971,813,797.4,852.6,37000000
134.0941,813,801,828.6,300000
134.1004,813,799.2,847.1999999999999,2100000
134.1033,813,804,826.8,88000
135.1013,813,802.8000000000001,829.8,180000
155.0791,813,802.8000000000001,829.8,290000
212.0707,813,802.8000000000001,826.8,74000
253.0471,813,801,828.6,310000
272.0917,813,802.8000000000001,825,190000
275.0379,813,801,828.6,230000
287.1564,813,804,825,220000
289.0257,813,802.8000000000001,826.8,390000
303.134,813,805.8,817.8000000000001,120000
311.0202,813,805.8,823.2,110000
331.1329,813,807.6,821.4,110000
345.1884,813,805.8,826.8,62000
362.9854,813,805.8,816,110000
401.0029,813,804,823.2,79000
401.1108,813,805.8,819.6,89000
484.9951,813,809.4,826.8,57000
545.9672,813,809.4,825,71000
656.0878,813,804,819.6,67000
71.0685,814.8,802.8000000000001,828.6,95000
116.0899,814.8,802.8000000000001,831.5999999999999,280000
117.0676,814.8,804,826.8,92000
118.0748,814.8,804,826.8,78000
214.0386,814.8,804,821.4,70000
216.0909,814.8,805.8,819.6,37000
218.1498,814.8,802.8000000000001,825,62000
269.021,814.8,804,819.6,53000
283.0213,814.8,804,825,120000
289.0383,814.8,805.8,821.4,80000
297.0198,814.8,802.8000000000001,826.8,220000
310.0475,814.8,802.8000000000001,825,120000
335.0503,814.8,804,821.4,85000
344.185,814.8,802.8000000000001,835.2,470000
371.0287,814.8,804,821.4,47000
407.1151,814.8,805.8,819.6,100000
408.9845,814.8,804,825,110000
423.0929,814.8,807.6,819.6,81000
428.2503,814.8,805.8,819.6,120000
175.144,816,799.2,828.6,160000
291.0028,816,804,825,130000
302.0659,816,804,823.2,82000
319.0727,816,804,825,110000
384.9672,816,813,828.6,77000
387.0152,816,804,821.4,88000
373.016,817.8000000000001,804,823.2,70000
615.1547,817.8000000000001,814.8,826.8,35000
211.0025,819.6,813,831.5999999999999,130000
396.8661,819.6,816,828.6,58000
488.2166,819.6,813,831.5999999999999,120000
257.9834,821.4,814.8,825,63000
273.9573,821.4,809.4,828.6,100000
298.9599,821.4,813,826.8,120000
314.9376,821.4,811.1999999999999,825,72000
455.0809,821.4,813,825,77000
156.9483,823.2,769.8,828.6,200000
210.9525,823.2,814.8,825,42000
232.9344,823.2,814.8,826.8,130000
487.2132,823.2,813,838.8000000000001,650000
509.195,823.2,813,837,220000
531.1773,823.2,817.8000000000001,829.8,62000
276.9072,825,809.4,829.8,120000
281.0593,826.8,823.2,845.4,230000
163.1077,828.6,813,847.1999999999999,390000
251.0852,828.6,821.4,849,390000
283.0366,828.6,825,843.6,200000
303.0538,828.6,825,847.1999999999999,150000
319.0189,828.6,823.2,845.4,190000
423.1828,828.6,821.4,845.4,260000
934.3956,828.6,817.8000000000001,831.5999999999999,190000
259.0774,829.8,821.4,843.6,190000
267.0591,829.8,823.2,845.4,250000
325.1604,829.8,819.6,843.6,740000
347.1423,829.8,821.4,841.8,320000
413.1645,829.8,825,843.6,320000
429.142,829.8,825,841.8,390000
471.1287,829.8,826.8,843.6,130000
499.24,829.8,828.6,841.8,160000
633.2119,829.8,828.6,843.6,98000
230.1065,831.5999999999999,825,840.6,130000
231.1008,831.5999999999999,823.2,847.1999999999999,190000
246.0841,831.5999999999999,826.8,843.6,110000
289.0535,831.5999999999999,823.2,849,460000
443.1423,831.5999999999999,826.8,841.8,290000
475.0528,831.5999999999999,823.2,841.8,690000
129.1386,833.4000000000001,826.8,852.6,95000
147.1085,833.4000000000001,825,845.4,690000
149.1193,833.4000000000001,825,847.1999999999999,520000
213.0921,833.4000000000001,825,845.4,160000
214.1016,833.4000000000001,825,845.4,100000
226.0862,833.4000000000001,821.4,847.1999999999999,350000
230.104,833.4000000000001,825,845.4,220000
245.0808,833.4000000000001,821.4,849,1100000
289.0409,833.4000000000001,823.2,843.6,350000
305.0184,833.4000000000001,825,843.6,200000
316.1882,833.4000000000001,825,843.6,260000
316.1915,833.4000000000001,826.8,843.6,360000
347.1375,833.4000000000001,826.8,843.6,180000
360.1964,833.4000000000001,825,847.1999999999999,280000
387.0307,833.4000000000001,825,840.6,93000
421.1604,833.4000000000001,826.8,841.8,270000
423.0126,833.4000000000001,825,845.4,180000
430.9943,833.4000000000001,825,840.6,90000
435.1461,833.4000000000001,826.8,843.6,350000
449.1467,833.4000000000001,826.8,841.8,93000
483.2624,833.4000000000001,828.6,841.8,130000
487.1067,833.4000000000001,826.8,843.6,120000
497.0349,833.4000000000001,825,838.8000000000001,280000
521.2345,833.4000000000001,828.6,845.4,430000
631.0808,833.4000000000001,826.8,841.8,190000
85.0648,835.2,825,843.6,200000
130.0881,835.2,826.8,845.4,430000
130.1055,835.2,825,847.1999999999999,200000
131.0895,835.2,821.4,850.8,4700000
143.0826,835.2,826.8,840.6,97000
147.1062,835.2,829.8,847.1999999999999,310000
147.115,835.2,825,837,1500000
147.14,835.2,826.8,845.4,210000
148.1186,835.2,823.2,847.1999999999999,700000
149.1169,835.2,823.2,849,1300000
213.0944,835.2,826.8,843.6,330000
216.1453,835.2,826.8,847.1999999999999,200000
244.2212,835.2,804,853.8000000000001,280000
252.1629,835.2,821.4,845.4,1300000
252.6646,835.2,825,843.6,240000
315.1876,835.2,825,843.6,3300000
331.1652,835.2,825,845.4,2000000
409.0125,835.2,825,843.6,100000
427.1649,835.2,826.8,843.6,160000
461.2931,835.2,828.6,840.6,280000
503.3184,835.2,826.8,845.4,240000
611.229,835.2,828.6,840.6,110000
74.0236,837,828.6,841.8,140000
84.0797,837,826.8,847.1999999999999,300000
84.0808,837,823.2,862.8000000000001,28000000
85.0778,837,829.8,843.6,110000
101.1073,837,826.8,849,400000
129.1022,837,825,850.8,3100000
130.0828,837,829.8,843.6,170000
130.084,837,826.8,847.1999999999999,660000
130.0862,837,823.2,855.6,69000000
132.0904,837,823.2,847.1999999999999,190000
147.1127,837,821.4,861,300000000
147.1162,837,828.6,843.6,940000
147.1177,837,826.8,843.6,460000
147.1227,837,828.6,843.6,180000
148.1098,837,823.2,850.8,2100000
148.116,837,821.4,853.8000000000001,19000000
149.113,837,828.6,845.4,170000
169.0947,837,823.2,853.8000000000001,2400000
212.0905,837,825,845.4,400000
212.095,837,826.8,843.6,42000000
213.0984,837,826.8,843.6,3300000
214.0908,837,826.8,843.6,2100000
229.1032,837,821.4,849,1500000
293.2183,837,826.8,845.4,880000
317.1852,837,826.8,843.6,490000
337.1696,837,825,845.4,1700000
374.0368,837,769.8,847.1999999999999,93000
465.1241,837,826.8,841.8,190000
473.1058,837,826.8,843.6,170000
477.2705,837,826.8,843.6,670000
499.2525,837,828.6,843.6,440000
506.2595,837,826.8,843.6,130000
654.108,837,825,843.6,240000
85.0842,838.8000000000001,823.2,852.6,1500000
99.0917,838.8000000000001,835.2,850.8,180000
132.0929,838.8000000000001,831.5999999999999,843.6,150000
147.1102,838.8000000000001,823.2,849,2400000
243.2178,838.8000000000001,802.8000000000001,859.2,1800000
286.1073,838.8000000000001,825,845.4,190000
303.0413,838.8000000000001,823.2,847.1999999999999,300000
339.167,838.8000000000001,826.8,845.4,230000
353.1471,838.8000000000001,825,845.4,1100000
358.2005,838.8000000000001,823.2,847.1999999999999,7100000
359.2038,838.8000000000001,823.2,847.1999999999999,1000000
449.1592,838.8000000000001,828.6,841.8,150000
451.124,838.8000000000001,826.8,843.6,270000
457.1284,838.8000000000001,826.8,843.6,270000
483.2749,838.8000000000001,828.6,843.6,200000
505.257,838.8000000000001,826.8,843.6,450000
533.1168,838.8000000000001,833.4000000000001,845.4,100000
673.344,838.8000000000001,828.6,843.6,130000
689.3215,838.8000000000001,829.8,843.6,180000
112.0756,840.6,826.8,845.4,340000
131.0832,840.6,826.8,847.1999999999999,240000
170.098,840.6,826.8,845.4,150000
194.0844,840.6,826.8,843.6,320000
311.0354,840.6,823.2,847.1999999999999,590000
360.1674,840.6,828.6,847.1999999999999,190000
150.9402,841.8,840.6,852.6,99000
185.0686,841.8,828.6,847.1999999999999,960000
191.0766,841.8,823.2,859.2,1900000
233.1243,841.8,838.8000000000001,849,150000
295.999,841.8,828.6,847.1999999999999,240000
327.0093,841.8,831.5999999999999,849,190000
359.1641,841.8,825,849,1500000
444.9945,841.8,826.8,847.1999999999999,93000
471.1412,841.8,826.8,845.4,170000
479.123,841.8,826.8,845.4,270000
527.2514,841.8,828.6,845.4,590000
172.9222,843.6,841.8,853.8000000000001,150000
192.0799,843.6,826.8,850.8,120000
207.0505,843.6,835.2,855.6,570000
250.0509,843.6,837,847.1999999999999,3600000
267.0626,843.6,823.2,849,320000
325.0357,843.6,823.2,847.1999999999999,340000
375.1379,843.6,835.2,847.1999999999999,520000
158.9219,845.4,840.6,850.8,110000
247.043,845.4,840.6,852.6,360000
231.069,847.1999999999999,841.8,855.6,660000
273.0796,847.1999999999999,843.6,859.2,630000
297.0408,847.1999999999999,841.8,855.6,510000
379.0439,847.1999999999999,843.6,855.6,370000
323.0801,849,843.6,855.6,500000
337.0333,849,843.6,857.4,470000
403.005,849,843.6,855.6,420000
180.9783,850.8,845.4,861,520000
200.8938,850.8,845.4,855.6,330000
222.0049,850.8,845.4,857.4,370000
224.9123,850.8,845.4,857.4,470000
252.8896,850.8,845.4,857.4,340000
266.8655,850.8,843.6,857.4,1100000
304.0661,850.8,843.6,855.6,510000
322.0767,850.8,841.8,859.2,5000000
345.0619,850.8,845.4,857.4,560000
360.0326,850.8,843.6,855.6,510000
372.8298,850.8,845.4,855.6,740000
425.9783,850.8,845.4,857.4,490000
186.9179,852.6,845.4,855.6,190000
250.8915,852.6,843.6,865.8,5700000
274.936,852.6,847.1999999999999,857.4,470000
275.9134,852.6,847.1999999999999,857.4,290000
290.884,852.6,843.6,865.8,5300000
296.918,852.6,847.1999999999999,859.2,840000
302.9738,852.6,845.4,857.4,270000
306.858,852.6,845.4,859.2,970000
334.8739,852.6,845.4,859.2,750000
340.8818,852.6,845.4,865.8,6600000
344.0586,852.6,841.8,861,5600000
356.8558,852.6,845.4,861,3800000
382.0145,852.6,845.4,859.2,600000
388.0225,852.6,843.6,861,2500000
396.8482,852.6,845.4,859.2,2800000
462.8199,852.6,845.4,859.2,2600000
478.7939,852.6,845.4,855.6,690000
486.8385,852.6,847.1999999999999,857.4,2200000
502.8125,852.6,847.1999999999999,857.4,1800000
608.7766,852.6,847.1999999999999,857.4,980000
674.748,852.6,847.1999999999999,857.4,1300000
714.7408,852.6,847.1999999999999,857.4,750000
84.9113,853.8000000000001,821.4,874.2,3800000
86.9087,853.8000000000001,821.4,864,1500000
168.9459,853.8000000000001,843.6,871.1999999999999,6900000
175.1188,853.8000000000001,841.8,877.8000000000001,82000000
176.1158,853.8000000000001,845.4,857.4,930000
176.1221,853.8000000000001,843.6,871.1999999999999,5300000
184.9198,853.8000000000001,843.6,862.8000000000001,2500000
189.1344,853.8000000000001,826.8,859.2,1700000
208.9384,853.8000000000001,847.1999999999999,859.2,1100000
252.9282,853.8000000000001,847.1999999999999,859.2,640000
262.9813,853.8000000000001,845.4,862.8000000000001,1500000
274.9101,853.8000000000001,845.4,873,14000000
318.879,853.8000000000001,845.4,855.6,270000
318.8999,853.8000000000001,847.1999999999999,864,1500000
366.0405,853.8000000000001,843.6,861,2900000
380.8743,853.8000000000001,845.4,862.8000000000001,4700000
403.9964,853.8000000000001,843.6,857.4,580000
408.8692,853.8000000000001,847.1999999999999,857.4,380000
410.0044,853.8000000000001,843.6,862.8000000000001,1700000
431.98630000000003,853.8000000000001,845.4,859.2,1500000
438.8588,853.8000000000001,845.4,869.4,2000000
446.846,853.8000000000001,845.4,862.8000000000001,4500000
478.8512,853.8000000000001,847.1999999999999,861,1300000
530.8284,853.8000000000001,847.1999999999999,857.4,610000
552.8102,853.8000000000001,847.1999999999999,859.2,2500000
568.784,853.8000000000001,845.4,857.4,1900000
584.8153,853.8000000000001,847.1999999999999,857.4,770000
592.8025,853.8000000000001,847.1999999999999,859.2,1200000
658.774,853.8000000000001,847.1999999999999,859.2,1700000
698.7666,853.8000000000001,847.1999999999999,857.4,1200000
79.9897,855.6,843.6,859.2,790000
105.0422,855.6,847.1999999999999,859.2,700000
106.9715,855.6,845.4,859.2,570000
164.9299,855.6,849,879.6,710000
234.9176,855.6,843.6,865.8,13000000
268.9022,855.6,847.1999999999999,857.4,250000
356.9131,855.6,845.4,874.2,6900000
365.0393,855.6,849,861,390000
372.887,855.6,845.4,865.8,2700000
400.9028,855.6,847.1999999999999,864,850000
462.8772,855.6,847.1999999999999,867.6,2200000
470.8639,855.6,849,859.2,390000
520.8615,855.6,847.1999999999999,869.4,2000000
528.8489,855.6,847.1999999999999,862.8000000000001,2500000
544.823,855.6,847.1999999999999,861,1300000
