ilp_nodes1,ilp_nodes2,edge_id,node1,node2,mass_dif,category,linktype,direction,rdbe,formula1,formula2,ilp_edge_id,score_category,score_rt_artifact,score_inten_isotope,score_MS2_abiotic_mz_appearance,cplex_score,ilp_solution
2614,12565,322,496,1779,-0.10463751097827838,Biotransform,H-1N-1O1,0,0,C6H13N1O3,C6H12O4,401,0,0,NA,NA,0,0
2614,1240,323,496,250,0.5707020243462742,Biotransform,H-1N-1O1,0,0,C6H13N1O3,C6H12O4,403,0,0,NA,NA,0,0
2614,8818,324,496,1373,0.5707020243462742,Biotransform,H-1N-1O1,0,0,C6H13N1O3,C6H12O4,405,0,0,NA,NA,0,0
2614,34828,325,496,5261,0.5707020243462742,Biotransform,H-1N-1O1,0,0,C6H13N1O3,C6H12O4,407,0,0,NA,NA,0,0
18671,9793,327,2505,1500,-0.10463751097827838,Biotransform,H-1N-1O1,0,0,C6H13N1O3,C6H12O4,411,0,0,NA,NA,0,0
18671,12565,328,2505,1779,-0.10463751097827838,Biotransform,H-1N-1O1,0,0,C6H13N1O3,C6H12O4,413,0,0,NA,NA,0,0
18671,1240,329,2505,250,0.5707020243462742,Biotransform,H-1N-1O1,0,0,C6H13N1O3,C6H12O4,415,0,0,NA,NA,0,0
18671,8818,330,2505,1373,0.5707020243462742,Biotransform,H-1N-1O1,0,0,C6H13N1O3,C6H12O4,417,0,0,NA,NA,0,0
18671,34828,331,2505,5261,0.5707020243462742,Biotransform,H-1N-1O1,0,0,C6H13N1O3,C6H12O4,419,0,0,NA,NA,0,0
36020,932,403,5565,185,-0.1019122987082155,Biotransform,H-1N-1O1,0,0,C5H5N5O1,C5H4N4O2,447,0,0,NA,NA,0,0
13910,315,404,1949,83,0.5557873110573234,Biotransform,H-1N-1O1,0,0,C8H9N1O2,C8H8O3,453,0,0,NA,NA,0,0
2989,17309,414,569,2352,-0.7497774290971193,Biotransform,H-1N-1O1,0,0,C6H7N3O2,C6H6N2O3,462,0,0,NA,NA,0,0
9639,5820,421,1472,977,-0.09864180399181567,Biotransform,H-1N-1O1,0,0,C7H12N2O2,C7H11N1O3,465,0,0,NA,NA,0,0
5820,2176,429,977,412,-0.7307077872304916,Biotransform,H-1N-1O1,0,0,C7H11N1O3,C7H10O4,468,0,0,NA,NA,0,0
26521,3335,443,3538,622,0.5311850218675452,Biotransform,H-1N-1O1,0,0,C7H14N2O2,C7H13N1O3,480,0,0,NA,NA,0,0
28924,939,449,3999,186,-0.7213428853713825,Biotransform,H-1N-1O1,0,0,C8H17N1O2,C8H16O3,491,0,0,NA,NA,0,0
28924,943,450,3999,187,-0.09677136029204346,Biotransform,H-1N-1O1,0,0,C8H17N1O2,C8H16O3,495,0,0,NA,NA,0,0
28924,946,451,3999,188,-0.09677136029204346,Biotransform,H-1N-1O1,0,0,C8H17N1O2,C8H16O3,499,0,0,NA,NA,0,0
4380,908,462,767,179,0.5246575339727338,Biotransform,H-1N-1O1,0,0,C6H12N2O3,C6H11N1O4,527,0,0,NA,NA,0,0
908,716,466,179,149,-0.095611139063268,Biotransform,H-1N-1O1,0,0,C6H11N1O4,C6H10O5,535,0,0,NA,NA,0,0
15603,6884,475,2195,1124,-0.7083439528483475,Biotransform,H-1N-1O1,0,0,C5H10N2O4,C5H9N1O5,557,0,0,NA,NA,0,0
15603,6898,476,2195,1127,-0.7083439528483475,Biotransform,H-1N-1O1,0,0,C5H10N2O4,C5H9N1O5,559,0,0,NA,NA,0,0
