ilp_nodes1,ilp_nodes2,edge_id,node1,node2,mass_dif,category,linktype,direction,rdbe,formula1,formula2,ilp_edge_id,score_category,score_chromatogram_artifact,score_inten_isotope,score_MS2_library_fragment,score_MS2_similarity,score_MS2_abiotic_mz_appearance,cplex_score,ilp_solution
24772,24899,3942,1225,1233,-0.3131866011607654,Natural_abundance,[13]C1C-1,1,0,C7H14N2O3,[13]C1C6H14N2O3,7137,1,0,-0.0461013688638785,,,,0.9538986,1
46088,46092,3943,2448,2449,-2.5973925639342546,Natural_abundance,[13]C1C-1,1,0,C6H14N4O2,[13]C1C5H14N4O2,7140,1,0,-6.826830788051807e-4,,,,0.9993173,1
38622,38661,3944,1956,1957,-4.287619338717441,Natural_abundance,[13]C1C-1,1,0,C6H9N1O5,[13]C1C5H9N1O5,7142,1,0,-0.024226589600309045,,,,0.9757734,1
38623,38661,3944,1956,1957,-4.287619338717441,Natural_abundance,[13]C1C-1,1,0,C6H9N1O5,[13]C1C5H9N1O5,7143,1,0,-0.024226589600309045,,,,0.9757734,1
23642,23679,3945,1165,1166,-5.76158779385661,Natural_abundance,[13]C1C-1,1,0,C6H14O6,[13]C1C5H14O6,7149,1,0,-0.01632576017304909,,,,0.9836742,1
20205,20134,3947,961,953,-1.8769371936145485,Natural_abundance,[13]C1C-1,1,0,C8H12O3S1,[13]C1C7H12O3S1,7156,1,0,-0.02922813726388826,,,,0.9707719,1
37846,37822,3948,1907,1905,-4.497581931333161,Natural_abundance,[13]C1C-1,1,0,C7H11N1O5,[13]C1C6H11N1O5,7157,1,0,-0.029548971008653422,,,,0.970451,1
45567,45580,3950,2372,2373,-3.392421189208784,Natural_abundance,[13]C1C-1,1,0,C6H8O7,[13]C1C5H8O7,7168,1,0,-0.02082378350844945,,,,0.9791762,1
31453,31480,3952,1602,1603,-0.27828879084586156,Natural_abundance,[13]C1C-1,1,0,C6H12O7,[13]C1C5H12O7,7176,1,0,-0.02111903428106141,,,,0.978881,1
20412,20397,3953,987,985,-3.6804788789165066,Natural_abundance,[13]C1C-1,1,0,C11H12N2O2,[13]C1C10H12N2O2,7183,1,0,-0.010381813434700725,,,,0.9896182,1
2585,4398,3954,124,181,-1.2301028044975344,Natural_abundance,[13]C1C-1,1,0,C14H22O1,[13]C1C13H22O1,7185,1,0,-0.0025891788731287313,,,,0.9974108,1
39714,39084,3955,1997,1981,-3.0883117887166587,Natural_abundance,[13]C1C-1,1,0,C4H10N3O5P1,[13]C1C3H10N3O5P1,7188,1,0,-0.042606072673673424,,,,0.9573939,1
27240,27272,3956,1335,1336,-4.3993130559347415,Natural_abundance,[13]C1C-1,1,0,C6Cl1H13O6,[13]C1C5Cl1H13O6,7197,1,0,-0.007613032808409387,,,,0.992387,1
24156,24078,3957,1184,1181,-2.076769077001935,Natural_abundance,[13]C1C-1,1,0,C4H12O6P2,[13]C1C3H12O6P2,7207,1,0,-0.045614428516070483,,,,0.9543856,1
27289,27325,3958,1337,1341,-2.0765149800706104,Natural_abundance,[13]C1C-1,1,0,[37]Cl1C6H13O6,[13]C1[37]Cl1C5H13O6,7211,1,0,-0.007423911299541129,,,,0.9925761,1
19633,19742,3959,919,925,-2.5206952372263443,Natural_abundance,[13]C1C-1,1,0,C9H17N1O5,[13]C1C8H17N1O5,7219,1,0,-0.0010602339536013071,,,,0.9989398,1
20230,20141,3961,965,955,-6.971727140092301,Natural_abundance,[13]C1C-1,1,0,C5H11Na1O6S1,[13]C1C4H11Na1O6S1,7225,1,0,-0.2588648525392275,,,,0.7411351,1
40831,40860,3962,2050,2051,-5.177032499189456,Natural_abundance,[13]C1C-1,1,0,C7H14N2O4S1,[13]C1C6H14N2O4S1,7226,1,0,-0.0844465693005061,,,,0.9155534,1
59299,57516,3963,2808,2770,-1.5768558834816293,Natural_abundance,[13]C1C-1,1,0,C6H10Na2O6,[13]C1C5H10Na2O6,7234,1,0,-0.008837061769694381,,,,0.9911629,1
