mz,rt,rtmin,rtmax,p_293T_2
122.9631,871.8,864,881.4,1100
592.4477,871.8,850.8,883.8000000000001,2900
633.4493,871.8,850.8,883.2,2900
686.4309,871.8,850.8,883.2,2500
723.439,871.8,850.8,884.4,3500
764.9402,871.8,850.8,884.4,5100
768.4337,871.8,850.8,883.8000000000001,3100
809.4342,871.8,850.8,883.2,3200
854.43,871.8,850.8,883.8000000000001,3100
891.4377,871.8,851.4,883.2,3800
973.44,871.8,851.4,881.4,3800
1060.9331,871.8,863.4000000000001,873,1500
1065.93,871.8,858,880.8,1400
1109.4211,871.8,865.8,876.5999999999999,1100
384.9453,872.4,849.6,892.1999999999999,6200
406.9647,872.4,847.8000000000001,891.5999999999999,3000
549.9539,872.4,852,886.8,3300
592.9462,872.4,857.4,883.8000000000001,4000
629.9576,872.4,849,889.8,17000
641.9347,872.4,850.8,884.4,3000
674.9474,872.4,862.8000000000001,880.8,4200
681.9365,872.4,849,886.8,9600
685.9301,872.4,849,886.8,9700
714.9507,872.4,849.6,886.1999999999999,16000
723.9381,872.4,850.8,883.8000000000001,4500
768.9309,872.4,852.6,883.8000000000001,4800
794.9594,872.4,849.6,888.6,16000
805.4415,872.4,851.4,883.2,3900
813.4279,872.4,851.4,883.2,3000
849.9346,872.4,849.6,885.6,10000
850.4366,872.4,851.4,883.2,4100
892.936,872.4,849.6,888.6,10000
893.9378,872.4,850.8,883.2,1800
895.4315,872.4,852,883.2,3100
900.9242,872.4,849,889.2,10000
903.4198,872.4,850.8,883.2,2400
928.9435,872.4,853.8000000000001,881.4,5300
947.9119,872.4,849.6,885.6,6000
969.9441,872.4,852.6,880.8,5100
1018.9308,872.4,854.4,881.4,5000
1026.9128,872.4,857.4,880.8,4500
1052.4492,872.4,862.8000000000001,877.1999999999999,1300
1057.9415,872.4,867,880.8,1300
1063.4304,872.4,851.4,880.2,2600
1063.9309,872.4,850.8,885.6,8500
1144.9312,872.4,850.8,886.1999999999999,15000
1149.4261,872.4,852,880.2,1800
1193.9158,872.4,851.4,881.4,4300
1194.421,872.4,854.4,879.6,1700
1195.4192,872.4,867,877.1999999999999,1200
242.96,873,844.2,898.2,11000
382.9469,873,846.5999999999999,895.8,38000
472.9366,873,844.8,895.8,45000
488.9667,873,847.8000000000001,890.4,3900
513.9369,873,847.8000000000001,889.8,5000
548.9509,873,847.8000000000001,892.1999999999999,27000
555.9416,873,847.1999999999999,891.5999999999999,8700
621.9208,873,867,880.8,1500
628.9551,873,847.1999999999999,892.1999999999999,110000
655.9166,873,868.2,885.6,1000
682.4372,873,850.8,883.8000000000001,2600
682.9367,873,849.6,883.2,4000
711.96,873,849.6,889.2,19000
722.9372,873,849,886.8,12000
728.9294,873,849,890.4,12000
764.44,873,850.8,883.8000000000001,3700
805.9413,873,852.6,883.8000000000001,5200
810.9319,873,850.8,889.8,11000
853.929,873,849.6,885.6,9000
854.9261,873,856.1999999999999,880.8,6200
857.9213,873,849.6,886.1999999999999,9100
887.9432,873,853.8000000000001,882.6,5100
891.9395,873,849,888.6,13000
902.9166,873,849.6,884.4,8000
917.8988,873,870,886.1999999999999,1400
933.4413,873,868.2,874.8,1500
936.4328,873,851.4,883.2,3000
945.4194,873,869.4,880.2,1200
981.9288,873,850.8,887.4,11000
984.9189,873,850.8,882.6,7600
1014.442,873,852,880.8,3400
1021.9259,873,850.8,883.8000000000001,7400
1033.9086,873,850.8,883.8000000000001,5300
1048.9532,873,850.8,883.8000000000001,5500
1108.4257,873,852,880.2,2200
1108.9193,873,855.6,877.8000000000001,4000
1115.9106,873,850.8,883.2,5000
1149.9248,873,853.8000000000001,877.8000000000001,3700
1153.421,873,858.6,880.2,2100
464.9496,874.2,846,895.2,100000
466.9482,874.2,849,892.1999999999999,17000
467.9515,874.2,858.6,885.6,1800
480.9233,874.2,844.8,895.2,35000
546.9526,874.2,846.5999999999999,894.6,150000
550.9464,874.2,849,887.4,7700
562.9262,874.2,846,894,67000
563.9283,874.2,847.1999999999999,890.4,9900
564.925,874.2,849.6,892.1999999999999,15000
600.934,874.2,860.4,885.6,3200
633.9484,874.2,852.6,883.8000000000001,3500
641.4365,874.2,849.6,883.2,1900
644.9289,874.2,846,892.8000000000001,55000
645.9311,874.2,847.1999999999999,889.8,10000
715.9033,874.2,865.8,883.2,1400
726.9316,874.2,846.5999999999999,892.1999999999999,56000
727.4328,874.2,850.8,884.4,2900
730.9246,874.2,850.8,887.4,9600
731.4253,874.2,866.4,884.4,2300
763.9391,874.2,849.6,886.1999999999999,12000
771.9257,874.2,849.6,886.8,9200
808.9341,874.2,847.1999999999999,891.5999999999999,53000
811.9349,874.2,856.1999999999999,884.4,2100
813.9286,874.2,852,884.4,4300
818.9204,874.2,862.8000000000001,890.4,12000
885.9503,874.2,850.8,877.8000000000001,1700
890.9366,874.2,847.8000000000001,890.4,46000
894.93,874.2,850.8,885.6,9700
911.4043,874.2,866.4,882.6,1800
924.9504,874.2,872.4,882.6,4300
939.9229,874.2,850.8,885.6,8300
943.9171,874.2,850.8,884.4,7100
972.9392,874.2,849,889.2,32000
974.9376,874.2,850.8,886.8,7600
975.9389,874.2,855.6,880.2,1600
982.4264,874.2,864,880.8,1300
990.9122,874.2,867.6,888.6,6100
993.9057,874.2,865.2,883.2,3500
996.9004,874.2,849,889.2,17000
1015.4392,874.2,865.2,879,1400
1026.4222,874.2,852,880.2,2700
1027.4222,874.2,865.8,879,1100
1029.9132,874.2,850.8,883.8000000000001,5600
1031.4126,874.2,872.4,880.8,1300
1054.9419,874.2,849,887.4,23000
1056.4417,874.2,859.8,875.4,1400
1059.4357,874.2,852,879.6,2500
1059.9346,874.2,852,880.8,3800
1062.929,874.2,849.6,887.4,22000
1064.9314,874.2,851.4,885.6,5700
1066.9223,874.2,850.8,883.2,6600
1067.4241,874.2,853.8000000000001,880.2,2000
1070.9152,874.2,849.6,888.6,16000
1081.9078,874.2,869.4,880.8,1400
1104.4308,874.2,852,881.4,2500
1111.9138,874.2,851.4,883.2,5100
1116.9038,874.2,865.8,881.4,4000
1156.9125,874.2,851.4,883.2,5200
1160.9055,874.2,850.8,886.8,9700
1165.8982,874.2,867.6,880.8,2600
1197.9136,874.2,851.4,880.8,4100
1198.9078,874.2,865.2,880.2,3300
218.9418,874.8,846,898.8000000000001,37000
300.9448,874.8,844.8,898.8000000000001,110000
301.9477,874.8,849,892.1999999999999,7100
302.943,874.8,847.8000000000001,895.2,17000
308.9317,874.8,844.8,897.6,30000
383.9499,874.8,854.4,889.8,3300
390.934,874.8,844.8,896.4,29000
465.9525,874.8,849,891.5999999999999,11000
556.9338,874.8,850.8,888.6,8700
563.4273,874.8,866.4,885.6,1400
599.9332,874.8,847.8000000000001,887.4,8600
638.9378,874.8,849.6,890.4,9100
640.9347,874.8,849,887.4,9700
646.9274,874.8,851.4,890.4,11000
647.9307,874.8,864.6,883.2,1600
648.9226,874.8,849.6,888.6,8100
654.9148,874.8,863.4000000000001,891.5999999999999,9100
686.9281,874.8,864,884.4,3200
729.9322,874.8,853.8000000000001,884.4,1800
734.9185,874.8,847.1999999999999,892.1999999999999,42000
735.9208,874.8,849,890.4,9700
744.9055,874.8,851.4,889.8,8200
764.8908,874.8,860.4,883.8000000000001,1500
809.9367,874.8,847.8000000000001,889.2,13000
816.9213,874.8,847.8000000000001,891.5999999999999,45000
824.9084,874.8,847.1999999999999,891.5999999999999,29000
858.4232,874.8,850.8,884.4,2800
896.43,874.8,865.8,879.6,1200
898.9239,874.8,847.8000000000001,890.4,39000
899.4248,874.8,851.4,883.2,2900
899.9267,874.8,849.6,888.6,11000
903.9175,874.8,860.4,883.2,4200
906.9111,874.8,847.8000000000001,890.4,26000
907.4117,874.8,862.8000000000001,884.4,2500
908.9114,874.8,850.8,889.2,7300
914.8977,874.8,847.8000000000001,890.4,20000
948.4127,874.8,851.4,883.2,2300
977.9329,874.8,852.6,879.6,5300
980.9267,874.8,849,889.8,32000
981.4271,874.8,851.4,883.2,3000
988.9132,874.8,849,889.2,19000
990.4129,874.8,871.1999999999999,880.8,1100
993.4084,874.8,865.8,881.4,1700
1022.4294,874.8,852,881.4,2900
1071.9177,874.8,861.5999999999999,886.1999999999999,6700
1072.9157,874.8,850.8,886.8,4600
1073.9144,874.8,867.6,880.2,1400
1074.9092,874.8,850.8,884.4,5800
1079.403,874.8,867.6,883.2,1500
1120.4033,874.8,868.2,881.4,1500
1123.8973,874.8,850.8,883.8000000000001,4500
1152.9174,874.8,849.6,886.8,10000
1154.9163,874.8,870,883.2,3100
1162.9094,874.8,868.2,883.2,3200
1163.9075,874.8,865.8,879.6,1100
1168.8927,874.8,850.8,887.4,6400
1198.4143,874.8,862.8000000000001,879.6,1400
136.9389,875.4,844.2,900.6,31000
391.9369,875.4,849,890.4,2100
481.9259,875.4,847.1999999999999,890.4,4000
521.9246,875.4,847.8000000000001,889.2,4900
604.9263,875.4,864.6,885.6,2300
649.4232,875.4,865.8,886.1999999999999,1800
735.4202,875.4,865.8,884.4,2200
775.9189,875.4,849,887.4,8800
817.9237,875.4,849.6,889.2,11000
851.4352,875.4,865.2,877.1999999999999,1200
858.9234,875.4,874.2,880.8,5300
859.4254,875.4,870,880.8,1100
861.9148,875.4,849,886.1999999999999,7500
879.907,875.4,872.4,880.2,1300
892.4383,875.4,857.4,880.2,1400
895.9308,875.4,852.6,883.2,4800
940.4259,875.4,851.4,882.6,3000
949.4146,875.4,868.2,880.8,1200
952.4065,875.4,868.2,883.2,2000
958.8733,875.4,851.4,882.6,2400
982.9258,875.4,851.4,888.6,9700
986.4189,875.4,867.6,879,1100
989.4148,875.4,852,883.8000000000001,2200
989.916,875.4,850.8,887.4,7900
994.4081,875.4,870.6,880.8,1000
1025.9203,875.4,850.8,883.2,6300
1034.9052,875.4,864.6,883.2,3800
1038.4014,875.4,871.1999999999999,882.6,2000
1067.9218,875.4,852.6,882.6,3400
1071.4166,875.4,867.6,880.8,2200
1075.4097,875.4,864.6,882.6,1700
1083.3974,875.4,865.8,882.6,1300
1116.4118,875.4,863.4000000000001,881.4,1600
1157.9069,875.4,867,880.2,2900
1164.901,875.4,865.8,883.2,4500
570.9133,876,846.5999999999999,894.6,35000
600.4345,876,865.2,883.2,1900
603.9267,876,847.8000000000001,888.6,8100
604.429,876,864,884.4,1700
690.4244,876,865.8,884.4,1900
694.4179,876,864.6,885.6,2100
697.9094,876,849,888.6,6500
736.919,876,859.8,891.5999999999999,11000
794.8694,876,849,885.6,2800
820.9137,876,849.6,887.4,8300
821.9136,876,864.6,885.6,3700
901.9266,876,858.6,883.8000000000001,1700
919.8916,876,871.8,885.6,2800
941.4247,876,868.2,880.2,1200
944.4198,876,851.4,882.6,2400
959.8909,876,849.6,886.8,4500
985.4197,876,864,882.6,2500
985.9195,876,861.5999999999999,883.2,4300
992.9067,876,850.8,885.6,5700
1078.9029,876,849.6,887.4,13000
1082.8961,876,859.8,884.4,5000
1119.901,876,851.4,883.2,4000
1161.4065,876,870,880.8,1600
1180.8761,876,870,883.8000000000001,2800
160.9573,876.5999999999999,847.8000000000001,891.5999999999999,1400
244.9578,876.5999999999999,849,891.5999999999999,1300
309.9348,876.5999999999999,849.6,889.2,1500
310.9305,876.5999999999999,847.8000000000001,892.1999999999999,2700
489.9128,876.5999999999999,859.2,891.5999999999999,2400
559.9329,876.5999999999999,867,883.8000000000001,1400
572.9105,876.5999999999999,863.4000000000001,889.8,8900
652.9157,876.5999999999999,846.5999999999999,892.8000000000001,38000
737.9203,876.5999999999999,862.8000000000001,886.1999999999999,1600
772.4272,876.5999999999999,850.8,884.4,2600
776.4204,876.5999999999999,850.8,884.4,2500
814.4295,876.5999999999999,870,877.8000000000001,1400
817.4212,876.5999999999999,851.4,883.2,2700
826.9072,876.5999999999999,849.6,889.2,8500
865.9082,876.5999999999999,849.6,886.8,6400
904.4179,876.5999999999999,870,880.2,1100
907.9135,876.5999999999999,849,888.6,8000
910.9039,876.5999999999999,850.8,886.8,6500
916.8997,876.5999999999999,863.4000000000001,886.8,9000
919.3931,876.5999999999999,871.1999999999999,883.8000000000001,1500
951.9055,876.5999999999999,849.6,885.6,5000
955.8986,876.5999999999999,864,885.6,5000
997.9035,876.5999999999999,849.6,887.4,7700
1042.396,876.5999999999999,872.4,881.4,1500
1045.8874,876.5999999999999,867,885.6,3500
1046.3911,876.5999999999999,870.6,884.4,1400
1087.3907,876.5999999999999,871.1999999999999,881.4,1200
1090.883,876.5999999999999,870.6,886.1999999999999,3800
1128.3915,876.5999999999999,870.6,882.6,1200
1131.8869,876.5999999999999,862.8000000000001,884.4,3700
1139.8714,876.5999999999999,867.6,884.4,2800
1173.3859,876.5999999999999,870,882.6,1100
1173.884,876.5999999999999,874.2,882.6,2200
1176.8797,876.5999999999999,864,886.8,5400
219.945,877.1999999999999,864.6,889.8,1500
318.9165,877.1999999999999,855,890.4,5300
422.9385,877.1999999999999,863.4000000000001,891.5999999999999,2000
504.9403,877.1999999999999,859.2,889.8,1800
529.911,877.1999999999999,862.8000000000001,889.8,4000
608.4217,877.1999999999999,871.1999999999999,883.8000000000001,1400
641.8892,877.1999999999999,866.4,886.8,1600
645.4298,877.1999999999999,850.8,884.4,2000
693.9166,877.1999999999999,849,888.6,8500
723.8905,877.1999999999999,870.6,886.1999999999999,1500
738.9115,877.1999999999999,849,887.4,7900
739.4132,877.1999999999999,867,885.6,1900
752.8922,877.1999999999999,869.4,891.5999999999999,8300
779.9121,877.1999999999999,849,886.8,7400
783.9065,877.1999999999999,863.4000000000001,887.4,6600
819.9213,877.1999999999999,871.1999999999999,884.4,1900
821.4153,877.1999999999999,865.2,884.4,2200
866.4104,877.1999999999999,867,883.8000000000001,2400
869.9026,877.1999999999999,864,886.8,5500
877.8882,877.1999999999999,862.8000000000001,886.1999999999999,4800
878.39,877.1999999999999,871.1999999999999,883.8000000000001,1300
911.9038,877.1999999999999,867,884.4,3600
960.3943,877.1999999999999,867.6,883.2,1600
1030.4159,877.1999999999999,856.1999999999999,883.2,2200
1041.8944,877.1999999999999,870.6,884.4,4100
1042.8866,877.1999999999999,867,883.2,4900
1075.9078,877.1999999999999,864.6,880.8,3000
1079.9048,877.1999999999999,852,886.1999999999999,5800
1080.9075,877.1999999999999,865.8,882.6,5200
1091.3852,877.1999999999999,872.4,883.8000000000001,1100
1099.8689,877.1999999999999,876,884.4,2200
1120.8991,877.1999999999999,876,882.6,2800
1143.8643,877.1999999999999,872.4,883.2,2300
1169.3938,877.1999999999999,870.6,881.4,1300
1172.8891,877.1999999999999,864.6,883.8000000000001,3900
1177.3799,877.1999999999999,873,880.2,1100
317.9216,877.8000000000001,867,889.8,1500
399.92380000000003,877.8000000000001,873,889.8,1300
525.9179,877.8000000000001,866.4,889.2,2600
565.927,877.8000000000001,862.8000000000001,887.4,1600
566.9201,877.8000000000001,862.8000000000001,889.2,5700
567.9207,877.8000000000001,867,886.1999999999999,1600
607.9209,877.8000000000001,865.2,888.6,6600
608.92,877.8000000000001,863.4000000000001,885.6,2300
611.9136,877.8000000000001,861.5999999999999,889.2,7400
612.4157,877.8000000000001,871.1999999999999,884.4,1300
629.9085,877.8000000000001,867,882.6,1400
649.9236,877.8000000000001,865.2,885.6,2500
653.9179,877.8000000000001,849,890.4,7800
663.9066,877.8000000000001,868.2,886.1999999999999,1000
670.8874,877.8000000000001,872.4,889.8,7500
682.8902,877.8000000000001,864.6,884.4,1600
689.9234,877.8000000000001,849,887.4,7700
690.8822,877.8000000000001,847.8000000000001,889.8,4300
702.9043,877.8000000000001,871.1999999999999,886.1999999999999,2900
739.9116,877.8000000000001,864.6,886.8,3100
743.4065,877.8000000000001,868.2,885.6,2000
743.9079,877.8000000000001,847.8000000000001,889.8,7300
747.3998,877.8000000000001,872.4,884.4,1500
750.8925,877.8000000000001,846.5999999999999,892.1999999999999,21000
753.8968,877.8000000000001,873,884.4,1300
780.4143,877.8000000000001,864.6,883.2,2200
788.4015,877.8000000000001,871.1999999999999,885.6,1500
792.3955,877.8000000000001,873,885.6,1600
825.9111,877.8000000000001,847.8000000000001,889.2,8400
828.901,877.8000000000001,864.6,887.4,6700
838.9084,877.8000000000001,876.5999999999999,884.4,2400
851.877,877.8000000000001,872.4,879.6,1100
862.4169,877.8000000000001,851.4,883.2,2300
866.908,877.8000000000001,875.4,885.6,4500
881.8828,877.8000000000001,864,887.4,4100
887.8918,877.8000000000001,874.2,884.4,1300
918.8906,877.8000000000001,863.4000000000001,886.8,5400
923.3849,877.8000000000001,873,884.4,1400
952.9031,877.8000000000001,867.6,882.6,4100
956.4014,877.8000000000001,873,884.4,1800
960.8844,877.8000000000001,863.4000000000001,884.4,4600
968.3796,877.8000000000001,874.8,883.2,1100
997.4011,877.8000000000001,867,883.8000000000001,2000
1015.8784,877.8000000000001,875.4,883.2,1000
1034.4075,877.8000000000001,865.2,883.2,1800
1037.9005,877.8000000000001,850.8,884.4,4700
1049.8819,877.8000000000001,863.4000000000001,885.6,3800
1069.8472,877.8000000000001,874.2,886.8,1900
1083.8947,877.8000000000001,869.4,883.2,3000
1087.8927,877.8000000000001,870,886.8,4500
1091.8875,877.8000000000001,873,880.8,3000
1098.8742,877.8000000000001,867.6,886.1999999999999,3200
1124.3971,877.8000000000001,864,880.8,1100
1135.8775,877.8000000000001,869.4,884.4,2700
1169.8907,877.8000000000001,873,883.8000000000001,3600
78.9549,879,867,892.8000000000001,1100
138.937,879,849.6,894.6,4500
400.9186,879,861,889.2,2700
482.9221,879,857.4,892.1999999999999,7500
526.8768,879,847.1999999999999,891.5999999999999,2400
571.9155,879,847.8000000000001,890.4,5800
656.9089,879,862.8000000000001,888.6,6700
661.9052,879,847.8000000000001,890.4,6100
665.8969,879,870.6,887.4,2500
698.4119,879,866.4,885.6,1800
701.9032,879,863.4000000000001,888.6,6100
712.8658,879,847.8000000000001,889.8,2500
742.9057,879,846.5999999999999,892.1999999999999,29000
751.8948,879,847.8000000000001,889.8,5900
760.9447,879,875.4,883.2,2800
787.8999,879,864,887.4,5800
791.8935,879,849,887.4,5500
825.4089,879,867.6,883.8000000000001,2100
829.9026,879,865.8,886.1999999999999,3600
832.8953,879,847.1999999999999,891.5999999999999,24000
836.8874,879,873,884.4,6100
870.4027,879,867.6,883.8000000000001,1800
874.3968,879,868.2,884.4,1700
878.8753,879,872.4,884.4,4800
882.3847,879,873,884.4,1300
885.8772,879,870,886.8,3300
895.8765,879,876,883.2,1200
909.9107,879,870,883.8000000000001,1500
915.3994,879,869.4,884.4,1900
924.8833,879,871.8,889.8,5800
941.8601,879,877.1999999999999,886.8,1100
964.3875,879,871.8,883.8000000000001,1400
972.3743,879,877.1999999999999,883.8000000000001,1100
1004.8874,879,849,889.8,12000
1005.3891,879,870,884.4,1500
1007.8922,879,870,881.4,1300
1012.8741,879,864,889.2,9400
1017.8689,879,872.4,884.4,2200
1050.8807,879,874.2,883.2,3400
1080.4037,879,872.4,880.2,1100
1086.8895,879,849.6,888.6,8600
1094.8771,879,849.6,888.6,7600
1127.8888,879,863.4000000000001,883.8000000000001,3000
1147.8602,879,871.1999999999999,885.6,2600
1170.8915,879,870,883.8000000000001,2600
1181.8711,879,877.1999999999999,882.6,2000
144.9263,879.6,841.8,904.8,19000
316.9185,879.6,844.2,897.6,24000
398.9208,879.6,844.2,895.8,15000
406.908,879.6,846,896.4,14000
430.9255,879.6,846,894.6,4200
474.93,879.6,850.8,888.6,6200
488.9105,879.6,846,895.2,23000
580.9003,879.6,864,889.8,7300
615.9068,879.6,847.8000000000001,889.2,5600
619.9008,879.6,865.8,889.2,5200
620.403,879.6,875.4,884.4,1200
646.8369,879.6,867.6,892.1999999999999,2000
649.8766,879.6,874.2,886.1999999999999,1400
678.9418,879.6,874.8,886.1999999999999,2300
698.9103,879.6,863.4000000000001,883.8000000000001,3200
702.4051,879.6,869.4,885.6,1800
705.8975,879.6,861.5999999999999,889.2,5400
709.8906,879.6,865.2,888.6,5400
747.899,879.6,867,886.8,2900
751.3935,879.6,875.4,885.6,1400
758.8798,879.6,847.1999999999999,892.8000000000001,18000
774.9068,879.6,868.2,880.8,2100
784.4082,879.6,864.6,885.6,2100
829.403,879.6,867.6,884.4,1700
833.898,879.6,849,889.2,7000
834.8926,879.6,869.4,891.5999999999999,9700
837.8879,879.6,867.6,886.1999999999999,3000
841.3829,879.6,875.4,885.6,1300
848.8692,879.6,860.4,891.5999999999999,12000
889.8705,879.6,867.6,887.4,3000
915.9007,879.6,849,888.6,7200
922.8849,879.6,847.8000000000001,890.4,16000
930.8715,879.6,861,889.8,10000
931.8751,879.6,867,888.6,4400
967.8793,879.6,865.2,886.1999999999999,3800
971.8716,879.6,867.6,886.1999999999999,2900
975.8644,879.6,870.6,886.8,3100
976.3682,879.6,877.8000000000001,883.8000000000001,1000
1000.8927,879.6,865.2,886.8,6100
1001.3955,879.6,870.6,883.8000000000001,1200
1001.8943,879.6,867.6,884.4,2900
1006.8841,879.6,871.1999999999999,889.2,5300
1009.8805,879.6,869.4,886.1999999999999,2800
1010.8898,879.6,872.4,880.8,1500
1013.8756,879.6,866.4,886.8,4300
1014.8772,879.6,867,888.6,4100
1016.8687,879.6,867.6,886.1999999999999,3500
1050.3835,879.6,871.8,883.2,1100
1053.875,879.6,869.4,885.6,3200
1054.8741,879.6,877.8000000000001,885.6,2900
1059.8743,879.6,875.4,880.8,1300
1062.86,879.6,877.8000000000001,885.6,1900
1065.857,879.6,873,886.1999999999999,2100
1095.8807,879.6,869.4,886.1999999999999,3700
1115.8449,879.6,877.1999999999999,886.1999999999999,1600
1132.877,879.6,874.8,883.2,2600
1140.8681,879.6,870,883.2,2800
1148.8568,879.6,875.4,885.6,1900
1177.8775,879.6,875.4,885.6,3700
1184.8677,879.6,862.8000000000001,886.8,4000
1185.8677,879.6,876.5999999999999,885.6,2500
1188.8624,879.6,873,885.6,2800
1192.8549,879.6,867,886.8,3800
1197.8483,879.6,877.1999999999999,883.8000000000001,1500
324.9067,880.2,846.5999999999999,897.6,16000
522.9226,880.2,870.6,886.8,1500
574.9057,880.2,847.8000000000001,889.8,5100
582.8942,880.2,866.4,890.4,5000
594.9303,880.2,846.5999999999999,892.8000000000001,4500
616.9085,880.2,871.1999999999999,886.1999999999999,2200
653.418,880.2,872.4,885.6,1800
657.4099,880.2,871.1999999999999,885.6,1400
660.903,880.2,846,892.8000000000001,28000
661.4036,880.2,875.4,885.6,1300
665.3983,880.2,874.2,885.6,1200
677.8791,880.2,867.6,889.8,3800
706.8975,880.2,871.1999999999999,886.8,2900
746.8987,880.2,861.5999999999999,889.2,6500
755.8857,880.2,873,887.4,2300
761.8816,880.2,874.8,888.6,1100
776.9204,880.2,876.5999999999999,885.6,3900
784.9107,880.2,874.8,883.8000000000001,3600
799.8798,880.2,867,887.4,4400
810.8424,880.2,864,889.2,2200
833.3953,880.2,871.8,885.6,1600
840.8826,880.2,847.1999999999999,892.1999999999999,18000
842.8823,880.2,865.2,889.8,7300
873.8951,880.2,849.6,887.4,5200
876.8723,880.2,850.8,882.6,3200
886.3796,880.2,875.4,885.6,1100
886.8756,880.2,874.2,884.4,3300
908.8243,880.2,871.8,883.8000000000001,1400
923.8872,880.2,849.6,889.2,5200
925.8867,880.2,870,883.2,1200
926.8762,880.2,867.6,886.8,4500
927.8769,880.2,871.8,886.8,2600
938.8594,880.2,862.8000000000001,890.4,9600
963.8855,880.2,865.2,886.8,3700
964.8835,880.2,874.2,885.6,3300
979.8586,880.2,873,887.4,2600
1005.8893,880.2,863.4000000000001,886.8,4800
1008.8811,880.2,865.8,886.1999999999999,4600
1023.8622,880.2,876,883.8000000000001,1100
1046.8848,880.2,876.5999999999999,884.4,2900
1057.8674,880.2,874.2,886.1999999999999,2700
1073.8405,880.2,875.4,886.1999999999999,1900
1102.8646,880.2,864,888.6,5700
1104.8608,880.2,876,887.4,3000
1110.8517,880.2,865.8,888.6,4300
1111.8516,880.2,874.2,886.1999999999999,2800
1114.8455,880.2,872.4,886.1999999999999,2500
1122.84,880.2,874.8,885.6,2100
1149.8688,880.2,876.5999999999999,883.2,1300
1151.8508,880.2,874.8,885.6,1600
1163.8321,880.2,877.1999999999999,884.4,1500
1189.8578,880.2,876,883.2,1700
466.8575,880.8,846,895.2,2700
484.9189,880.8,863.4000000000001,889.2,2200
534.9025,880.8,876,887.4,1200
578.9002,880.8,846,894.6,26000
579.9021,880.8,847.8000000000001,890.4,4500
586.8873,880.8,860.4,894,16000
588.8848,880.8,871.1999999999999,890.4,6200
608.8779,880.8,864.6,889.8,2800
610.9041,880.8,847.8000000000001,892.1999999999999,3900
616.4095,880.8,874.8,885.6,1300
653.8687,880.8,876,886.8,1100
664.8961,880.8,861,889.8,6100
668.8897,880.8,846.5999999999999,892.8000000000001,19000
672.8825,880.8,865.8,889.8,5400
692.9043,880.8,864,886.8,2200
713.8833,880.8,867,889.2,4800
739.8643,880.8,877.8000000000001,884.4,1200
768.8697,880.8,872.4,885.6,5100
795.886,880.8,861.5999999999999,887.4,4800
841.8854,880.8,860.4,889.2,5300
893.8623,880.8,868.2,887.4,3000
897.8577,880.8,872.4,888.6,2600
899.8675,880.8,876,884.4,1100
927.378,880.8,874.8,884.4,1200
934.8628,880.8,870.6,887.4,4100
972.8707,880.8,877.8000000000001,886.8,2300
1021.8628,880.8,871.1999999999999,888.6,3400
1032.8432,880.8,874.2,885.6,2600
1034.8536,880.8,879.6,886.1999999999999,1300
1037.8351,880.8,876.5999999999999,887.4,1800
1058.8583,880.8,870.6,885.6,3500
1061.8622,880.8,871.1999999999999,883.8000000000001,2300
1078.8373,880.8,879,886.1999999999999,1400
1112.8525,880.8,876,886.8,2200
1118.8389,880.8,871.1999999999999,888.6,3400
1155.8456,880.8,872.4,885.6,2000
1159.8392,880.8,874.2,884.4,1700
1196.848,880.8,874.2,884.4,1900
258.934,881.4,847.1999999999999,896.4,4200
548.8604,881.4,846,894,3100
600.8869,881.4,871.8,886.8,1300
620.9011,881.4,871.8,888.6,2300
630.8632,881.4,847.1999999999999,891.5999999999999,2400
631.8813,881.4,868.2,889.2,4100
657.9096,881.4,865.2,886.8,2100
717.8786,881.4,870,889.2,3900
718.8781,881.4,874.2,888.6,2400
722.8707,881.4,876.5999999999999,887.4,2400
754.8852,881.4,864.6,888.6,5600
755.3875,881.4,876,886.1999999999999,1200
759.8819,881.4,867.6,889.8,4700
763.8719,881.4,875.4,887.4,2500
766.8667,881.4,847.1999999999999,892.1999999999999,10000
796.3905,881.4,874.2,885.6,1100
804.8726,881.4,874.8,887.4,3300
808.866,881.4,876.5999999999999,889.2,2200
837.3911,881.4,871.8,884.4,1300
845.3774,881.4,874.8,885.6,1200
850.8664,881.4,875.4,889.8,5900
852.8603,881.4,871.1999999999999,888.6,4200
853.8613,881.4,875.4,887.4,1900
856.8573,881.4,847.1999999999999,891.5999999999999,11000
898.8556,881.4,876,887.4,2200
901.8517,881.4,875.4,887.4,2400
909.838,881.4,876,888.6,1900
932.8692,881.4,877.1999999999999,889.8,5600
939.8599,881.4,872.4,888.6,3200
943.8498,881.4,875.4,886.8,1800
983.8546,881.4,872.4,886.8,2400
987.8456,881.4,875.4,887.4,1900
990.8204,881.4,875.4,884.4,1100
992.8322,881.4,880.2,886.8,2400
1020.8614,881.4,863.4000000000001,889.2,6800
1022.8561,881.4,877.8000000000001,889.2,4000
1028.8483,881.4,867.6,889.2,4900
1029.8503,881.4,876,886.8,2300
1036.8359,881.4,870.6,889.2,4200
1077.8344,881.4,877.1999999999999,886.1999999999999,1700
1089.818,881.4,879,886.8,1200
1127.8258,881.4,880.2,886.8,1600
146.9245,882.6,864.6,896.4,1600
326.9039,882.6,859.8,892.1999999999999,2300
376.9384,882.6,870,892.8000000000001,1500
407.9106,882.6,871.1999999999999,889.2,1000
