mz,rt,rtmin,rtmax,p_293T_2
746.568,240.6,231,261,2600
384.7706,241.8,234.60000000000002,255.6,2600
466.2623,241.8,231.6,290.4,2100
768.5353,241.8,225,257.4,3100
377.2611,242.4,233.4,249.00000000000003,1100
782.5657,242.4,225.6,259.20000000000005,2500
806.5666,242.4,228.6,252.6,1200
130.1582,243,232.20000000000002,282,6300
415.2093,243,229.8,253.8,1500
416.2238,243,234.60000000000002,262.8,1400
460.2677,243,237,249.60000000000002,1000
526.361,243,237.6,247.20000000000002,1200
600.3911,243,230.39999999999998,250.79999999999998,1500
718.5611,243,237.6,255,1900
808.5815,243,231.6,256.8,1800
474.2657,243.59999999999997,235.8,254.4,1300
761.5853,243.59999999999997,229.2,263.4,4100
769.5383,243.59999999999997,234.60000000000002,252,1300
780.5497,243.59999999999997,235.8,253.2,1200
783.5696,243.59999999999997,231,252.6,1000
385.2723,244.20000000000002,238.20000000000002,252,1300
473.2621,244.20000000000002,230.39999999999998,264,4400
316.2105,244.8,232.79999999999998,259.20000000000005,1400
747.5705,244.8,236.4,253.2,1000
759.5702,244.8,229.2,261,3300
772.585,244.8,235.2,249.60000000000002,1100
730.5352,245.99999999999997,231,256.8,1900
733.5542,245.99999999999997,229.2,265.79999999999995,5100
762.5875,245.99999999999997,235.2,253.8,1100
784.581,245.99999999999997,231,259.20000000000005,2300
704.52,246.60000000000002,229.2,259.20000000000005,2100
486.3596,247.20000000000002,229.2,267.6,3000
586.3748,247.20000000000002,234,265.79999999999995,1000
706.5345,247.20000000000002,233.4,256.8,1300
744.5769,247.79999999999998,237.6,251.40000000000003,1100
521.3328,251.40000000000003,234,262.8,1200
585.3717,255.6,227.4,267.6,3200
237.1946,264.6,252.6,296.40000000000003,1700
173.0799,273.59999999999997,258,322.8,2500
234.1584,277.2,265.2,292.2,1100
232.1544,277.8,245.99999999999997,394.8,77000
233.157,278.4,255.6,343.8,9400
115.0683,279,273,296.40000000000003,1500
249.1059,279,271.2,304.8,2000
148.0417,279.6,263.4,337.2,5600
136.0469,280.2,270.59999999999997,310.79999999999995,2400
227.1242,280.2,273,292.8,1400
114.0658,281.40000000000003,265.79999999999995,354,24000
61.0392,300,290.4,339.6,5200
158.1166,327.6,311.40000000000003,346.8,1300
146.0261,331.8,311.40000000000003,408,7600
159.0643,348.59999999999997,321.6,415.79999999999995,4700
435.268,349.8,340.79999999999995,363.59999999999997,1300
220.143,351,332.4,385.2,2000
218.1387,351.6,312.6,460.79999999999995,150000
219.1413,351.6,321,442.8,16000
240.1198,356.40000000000003,336,378.59999999999997,1400
455.1863,373.2,366,381.6,1000
286.15,373.8,355.79999999999995,407.4,2800
112.0496,375.59999999999997,358.8,395.4,1500
228.0969,375.59999999999997,353.4,410.4,3500
229.1536,376.2,350.4,411,2100
144.101,381,355.79999999999995,415.2,3200
178.1328,402,387.6,420.59999999999997,1800
134.0261,407.4,395.4,417.6,1100
491.1677,418.8,414.6,423,1100
140.0672,420.59999999999997,410.4,447.6,2400
119.0885,424.8,402,496.2,11000
235.1659,426,412.2,442.8,2400
519.2132,427.2,419.40000000000003,438,1500
118.0861,427.8,402,497.4,180000
176.1385,428.4,405,465,4400
257.1464,428.4,415.2,443.4,2800
370.114,428.4,422.4,438,1200
578.152,428.4,415.79999999999995,446.40000000000003,3000
131.0482,429,415.2,454.20000000000005,4300
353.142,429,422.4,439.8,1300
387.0826,429,423,437.4,1200
403.2177,429,408.59999999999997,443.4,1800
518.2111,429,417.6,444,3800
534.189,429,415.79999999999995,448.2,12000
556.1699,429,415.79999999999995,447.6,4500
168.0907,429.6,420.59999999999997,445.2,1700
331.1636,429.6,422.4,437.4,1200
402.2102,429.6,393,473.4,6400
535.1917,429.6,417.6,442.8,3600
562.1766,429.6,420.59999999999997,439.8,1500
120.0807,430.2,405.59999999999997,487.80000000000007,200000
121.0833,430.2,412.2,469.8,18000
166.0863,430.2,406.8,487.19999999999993,190000
210.049,430.2,414,460.2,3400
369.1105,430.2,415.79999999999995,453,6200
392.0799,430.2,424.8,436.2,1300
557.1713,430.2,420.59999999999997,440.4,1700
103.0535,430.79999999999995,414.6,459.6,6700
149.0578,430.79999999999995,416.40000000000003,451.2,5800
540.1915,430.79999999999995,423.59999999999997,434.40000000000003,2400
663.1285,430.79999999999995,418.8,438,1000
765.212,432,422.4,438,1200
77.0381,433.8,408.59999999999997,458.4,1700
358.0934,433.8,428.4,440.4,1100
500.2042,433.8,420.59999999999997,459,8100
397.109,434.40000000000003,432.6,442.8,1500
501.2074,434.40000000000003,423,449.40000000000003,2300
484.2266,435,422.4,453.59999999999997,3100
485.2292,435,425.4,444.6,1300
262.1639,435.59999999999997,420.59999999999997,456.6,2200
321.2007,435.59999999999997,430.79999999999995,445.2,1100
335.1264,436.2,420.59999999999997,472.8,6200
336.1296,436.8,426.6,450,1000
466.2201,438,424.8,473.4,7900
522.1856,438,427.2,453,1300
450.2424,438.59999999999997,427.2,469.8,3100
467.2233,438.59999999999997,428.4,466.8,1900
429.1533,439.8,432.6,452.4,1500
206.1273,441.6,432.6,454.8,1300
204.123,442.2,418.2,484.20000000000005,110000
264.0804,442.2,433.8,462,1700
407.1648,442.2,432.6,450,1300
145.0485,442.8,430.79999999999995,459,1800
184.0958,442.8,435.59999999999997,459,1400
202.1065,443.4,431.40000000000003,469.8,3500
220.1178,443.4,425.4,497.4,64000
221.1203,443.4,429.6,488.40000000000003,6800
242.0995,443.4,426.6,474,30000
423.1417,443.4,429,457.8,4600
453.1846,443.4,437.4,456.6,1000
205.1258,444,435.59999999999997,453.59999999999997,15000
477.1732,444,435.59999999999997,454.8,2900
499.1556,444,438.59999999999997,452.4,1500
243.1022,444.6,432,466.8,3200
278.17,444.6,436.8,457.8,1200
483.1891,444.6,436.2,453.59999999999997,2300
230.0691,445.2,427.8,474,1500
258.0717,445.2,434.40000000000003,459.6,1700
461.2077,445.2,435,460.2,5200
462.2079,445.2,439.20000000000005,449.40000000000003,1100
505.1718,445.2,437.4,452.4,1400
255.2171,448.2,437.4,460.2,1500
389.1576,450.59999999999997,435,471.6,3200
192.0646,452.4,443.4,468,3000
209.091,453,443.4,469.20000000000005,3600
231.073,453,444,465,1800
199.09,453.59999999999997,448.2,465.59999999999997,1300
138.0645,454.20000000000005,448.2,457.2,1300
180.0757,454.8,448.8,463.2,1200
198.0867,454.8,442.8,495.59999999999997,12000
410.2516,457.2,431.40000000000003,469.20000000000005,1200
502.4078,457.2,424.8,480.59999999999997,3500
86.0966,457.8,418.2,500.4,76000
132.1016,457.8,417,502.19999999999993,99000
417.2608,457.8,446.40000000000003,471.6,2000
488.2008,457.8,435.59999999999997,469.20000000000005,1300
69.0695,458.4,448.2,478.2,3200
87.0992,458.4,426,475.2,3600
133.1044,458.4,421.8,479.40000000000003,7100
177.0681,458.4,445.79999999999995,480,2100
222.0959,459,454.20000000000005,465,1100
302.1451,459,439.20000000000005,473.4,1200
432.23630000000003,459,428.4,475.79999999999995,17000
438.2402,459,451.2,472.8,1900
503.4115,459,449.40000000000003,469.20000000000005,1100
418.2577,459.6,451.2,469.8,1200
433.2392,459.6,435,473.4,3600
176.0647,460.2,448.8,471.6,1100
244.0785,460.2,451.2,470.4,1000
267.0578,460.2,452.4,480.59999999999997,3900
319.1521,460.2,430.2,471.6,1400
158.1531,461.40000000000003,447.6,478.8,3200
301.142,461.40000000000003,428.4,474.6,7500
323.124,461.40000000000003,451.2,472.8,1300
389.2305,461.40000000000003,432.6,473.4,1400
416.2588,461.40000000000003,430.79999999999995,474.6,5800
454.2174,463.2,442.8,474,3700
476.1992,463.2,450.59999999999997,473.4,2000
391.1728,463.8,449.40000000000003,472.8,1200
601.28,464.40000000000003,451.2,474,1200
260.0793,465,447.6,475.79999999999995,2300
258.1694,465.59999999999997,447.6,495.59999999999997,14000
174.1229,468,458.4,483.00000000000006,2200
1032.3652,469.8,464.40000000000003,478.8,2300
1033.3683,470.4,465.59999999999997,475.79999999999995,1000
1049.0727,470.4,464.40000000000003,487.19999999999993,4500
1049.5724,470.4,465.59999999999997,483.6,2500
1054.3274,470.4,465.59999999999997,475.2,1300
223.0992,471,465.59999999999997,486,2300
1048.8215,471,465,484.8,3600
1049.3219,471,464.40000000000003,484.20000000000005,3800
1049.8242,471,468,479.40000000000003,1200
1048.5711,471.6,466.8,480,1200
157.0961,472.8,465,489.6,1400
98.975,473.4,459.6,486,1000
505.2304,473.4,469.8,477.6,1300
1006.3485,474,466.2,484.20000000000005,3400
1007.3514,474,468.59999999999997,480,1400
374.1368,474.6,470.4,479.40000000000003,1400
248.1485,475.79999999999995,463.8,489.6,1900
148.0958,476.40000000000003,468.59999999999997,485.4,1100
1099.5984,477.6,474,483.00000000000006,1300
371.155,478.8,468,487.19999999999993,1200
160.0943,479.40000000000003,475.79999999999995,489.6,1100
370.1528,479.40000000000003,457.2,495.59999999999997,6300
651.2205,479.40000000000003,475.2,484.8,1100
170.1167,480,469.20000000000005,503.40000000000003,2100
206.0963,480,474,490.2,5700
409.1843,480,474,489.6,2500
673.2023,480,475.79999999999995,484.8,1100
978.3172,480,474.6,487.19999999999993,1600
132.0812,480.59999999999997,477.6,485.4,1100
144.0797,480.59999999999997,472.8,490.79999999999995,1700
146.0593,480.59999999999997,470.4,495.59999999999997,4500
159.0906,480.59999999999997,471,498.6,6800
188.0703,480.59999999999997,465,511.79999999999995,62000
189.0732,480.59999999999997,469.20000000000005,498.6,7200
205.0939,480.59999999999997,474,489.6,49000
227.0785,481.2,469.8,502.80000000000007,12000
431.1663,481.2,475.2,487.80000000000007,1600
596.1825,481.2,477.6,488.40000000000003,1200
228.0816,482.4,474,492.6,1700
249.0601,482.4,471.6,496.2,1800
134.0339,484.20000000000005,479.40000000000003,493.20000000000005,1000
541.1465,484.20000000000005,476.40000000000003,492.6,1500
243.0519,484.8,475.2,491.99999999999994,1500
445.1602,484.8,479.40000000000003,493.20000000000005,1000
133.0311,485.4,473.4,507.6,16000
150.0576,485.4,472.8,508.8,27000
151.0602,485.4,478.2,495.59999999999997,1800
337.0549,485.4,479.40000000000003,493.8,1500
104.0522,486,475.79999999999995,499.8,3200
148.0417,487.80000000000007,479.40000000000003,494.40000000000003,1400
255.2173,488.40000000000003,478.8,498.00000000000006,3600
202.0677,491.99999999999994,483.00000000000006,496.2,1100
163.0531,492.6,484.20000000000005,505.79999999999995,2400
423.2395,492.6,487.19999999999993,499.8,2000
129.1013,493.20000000000005,485.4,504.6,1500
422.2366,493.20000000000005,484.20000000000005,504,9000
139.0969,493.8,489.6,501.59999999999997,1400
816.4368,493.8,490.79999999999995,498.00000000000006,1300
816.6049,493.8,489.6,498.00000000000006,1200
979.3231,493.8,487.19999999999993,499.8,1500
979.5235,493.8,487.80000000000007,500.4,2500
979.9243,493.8,489,500.4,1700
980.1247,493.8,490.2,499.20000000000005,1100
979.7242,494.40000000000003,488.40000000000003,502.80000000000007,2300
262.0901,495,488.40000000000003,505.79999999999995,2000
158.1536,495.59999999999997,484.20000000000005,508.8,47000
159.1564,495.59999999999997,489.6,504,4000
234.0762,501.59999999999997,424.20000000000005,525,9200
296.0948,501.59999999999997,496.2,507.6,1300
250.0501,502.80000000000007,474.6,522,2200
348.2364,502.80000000000007,499.20000000000005,505.79999999999995,1000
294.1537,503.40000000000003,500.4,508.20000000000005,1100
427.1225,503.40000000000003,498.6,508.8,1200
486.3761,503.40000000000003,499.20000000000005,508.20000000000005,1200
394.2201,504,498.6,508.8,1200
624.1672,504,500.4,509.40000000000003,1100
70.0651,504.6,493.20000000000005,532.8000000000001,31000
116.0703,504.6,492.6,534,70000
117.0729,504.6,495.59999999999997,520.2,4200
271.2116,504.6,500.4,508.20000000000005,1300
366.2469,504.6,498.00000000000006,519,8700
367.2502,504.6,500.4,511.2,1900
71.068,505.79999999999995,499.8,511.79999999999995,1400
138.0514,505.79999999999995,496.2,516,2800
199.1588,505.79999999999995,504,513,2800
368.1649,505.79999999999995,499.20000000000005,514.2,3900
369.1672,505.79999999999995,502.19999999999993,509.40000000000003,1200
370.178,505.79999999999995,501.59999999999997,516.5999999999999,2200
444.0707,505.79999999999995,499.8,508.20000000000005,1000
253.1142,506.4,500.4,511.2,1500
269.0797,506.4,500.4,515.4,2700
384.1423,506.4,499.20000000000005,516.5999999999999,7700
385.146,506.4,501.59999999999997,512.4,1600
390.147,506.4,499.8,513,1700
499.2048,506.4,501.59999999999997,511.79999999999995,2700
521.1849,506.4,502.19999999999993,510.59999999999997,1300
72.0807,506.99999999999994,495.59999999999997,534.6,23000
118.0856,506.99999999999994,497.4,531,21000
386.1574,506.99999999999994,499.8,517.8000000000001,4200
392.1612,506.99999999999994,502.80000000000007,513,1000
406.1239,506.99999999999994,499.8,514.2,2900
488.3923,506.99999999999994,499.8,517.8000000000001,1800
271.0953,507.6,502.19999999999993,517.8000000000001,1600
397.3044,508.8,502.19999999999993,516.5999999999999,3500
408.1389,509.40000000000003,502.19999999999993,516,1600
60.0805,510.59999999999997,505.79999999999995,516.5999999999999,6900
104.1069,510.59999999999997,503.40000000000003,526.1999999999999,310000
105.1096,510.59999999999997,504.6,517.8000000000001,17000
449.1419,510.59999999999997,502.19999999999993,517.8000000000001,2800
388.1732,511.79999999999995,501.59999999999997,518.4000000000001,2700
151.0856,513,510,517.1999999999999,1100
186.1591,514.2,509.40000000000003,520.8,7500
273.1108,514.2,504,518.4000000000001,1300
336.0952,514.2,513,519,1300
372.195,514.2,503.40000000000003,516.5999999999999,1100
451.157,514.2,502.80000000000007,519,4600
122.0706,515.4,508.8,524.4,31000
144.047,515.4,509.40000000000003,522.6,16000
390.1885,515.4,503.40000000000003,518.4000000000001,2100
473.138,515.4,511.79999999999995,517.8000000000001,1200
123.0735,516,511.2,520.2,2500
145.049,516,509.40000000000003,525.6,2000
157.0961,516,508.8,522,1700
265.1116,516,507.6,531,130000
266.114,516,509.40000000000003,522.6,18000
267.1081,516,510,521.4,6900
360.7501,516,511.2,519,1600
435.1799,516,508.8,517.8000000000001,1400
437.1944,516,512.4,517.8000000000001,1000
453.1724,516,504,519,3100
475.1536,516,513,517.8000000000001,1000
516.1572,516,510,520.2,3100
203.0519,516.5999999999999,490.2,538.8000000000001,24000
204.0549,516.5999999999999,510.59999999999997,524.4,1700
163.0585,517.8000000000001,506.4,530.4,1100
113.1065,519,515.4,525,5700
391.1003,519,504,525,1500
402.1527,519,517.1999999999999,522,1300
465.1388,520.2,516,531,4900
466.1396,520.2,516,529.8,1100
414.1165,520.8,519,529.8,2000
436.0918,520.8,519,524.4,1100
600.2812,521.4,455.4,573,34000
601.284,521.4,474,572.4,9200
146.1643,522,495,541.1999999999999,6600
213.2064,522,517.1999999999999,533.4000000000001,1400
602.2856,522,512.4,536.4,2000
129.1378,522.6,513.6,538.8000000000001,4100
204.2251,522.6,517.1999999999999,531.5999999999999,1900
291.6394,522.6,516.5999999999999,531.5999999999999,1600
297.275,522.6,512.4,537,4700
528.1208,522.6,517.1999999999999,531.5999999999999,2900
203.2219,523.2,510.59999999999997,573,12000
584.2761,523.2,514.2,534,2500
171.0925,524.4,519,534,1500
215.2221,524.4,514.2,537,2500
348.0589,524.4,519,529.8,1300
499.0816,524.4,518.4000000000001,531,2700
582.2711,524.4,461.40000000000003,537.6,41000
583.2739,524.4,473.4,537.6,11000
60.063,525,514.2,529.8,1400
911.0832,525,520.8,529.8,1200
628.116,525.6,520.8,529.8,1100
644.0892,525.6,520.8,529.8,1300
766.0751,525.6,520.2,530.4,1400
203.138,526.1999999999999,520.8,533.4000000000001,1300
650.1003,526.1999999999999,520.2,529.8,1100
448.0609,526.8,520.8,530.4,1700
605.0897,526.8,520.2,529.8,1100
621.0668,526.8,520.2,529.8,1100
477.1007,527.4,519,531.5999999999999,3800
599.0842,527.4,521.4,529.8,1000
426.0799,528.6,520.8,531,2000
461.123,528.6,520.8,529.8,1100
131.052,529.2,520.2,532.8000000000001,1200
84.0439,529.8,518.4000000000001,533.4000000000001,2800
130.0493,529.8,517.1999999999999,540.6,18000
229.1537,529.8,520.2,540.6,3200
170.0916,530.4,514.2,542.4,9000
478.1074,530.4,522,532.8000000000001,1900
529.1293,531,520.2,534,2400
124.0861,532.8000000000001,516.5999999999999,537,3300
530.1397,532.8000000000001,529.2,536.4,2800
161.6317,533.4000000000001,530.4,541.8,1300
211.068,534,529.8,536.4,1400
162.1125,534.6,523.2,561.5999999999999,560000
163.115,534.6,525.6,553.8000000000001,44000
164.1165,534.6,528.6,546,4500
415.0971,534.6,531.5999999999999,537.6,1100
368.0838,536.4,534,541.8,1200
550.1622,536.4,535.2,542.4,1100
123.0433,537.6,529.2,558,9600
137.078,537.6,532.1999999999999,552.6,3300
119.0483,538.8000000000001,531,555,5200
147.0433,538.8000000000001,529.8,556.8,7200
165.0541,538.8000000000001,527.4,564.6,50000
182.0805,538.8000000000001,527.4,567,80000
183.0841,538.8000000000001,529.2,560.4,14000
91.0536,539.4,531.5999999999999,553.2,1900
136.075,539.4,527.4,562.8000000000001,36000
160.1325,539.4,530.4,555.6,29000
161.1353,539.4,534,548.4000000000001,2800
166.0569,539.4,530.4,555,5100
184.0896,539.4,532.8000000000001,552.6,1900
280.0471,539.4,534.6,548.4000000000001,2100
147.0637,540,534.6,549.6,1700
147.1197,540,533.4000000000001,549.6,4300
567.1995,540,535.2,549,2900
129.0536,540.6,534.6,549.6,1900
146.1172,540.6,530.4,559.2,63000
361.1379,540.6,534.6,546.5999999999999,1400
395.1308,540.6,535.2,543,1300
402.1043,540.6,533.4000000000001,549.6,4300
417.113,540.6,533.4000000000001,544.8,7100
144.101,541.1999999999999,532.8000000000001,550.2,3300
403.1092,541.1999999999999,533.4000000000001,547.8000000000001,2200
416.1163,541.1999999999999,535.8,544.2,1500
802.1974,541.1999999999999,535.2,546,1800
281.0526,541.8,535.2,546.5999999999999,2400
392.1404,541.8,534,545.4,3700
568.2023,541.8,537,547.8000000000001,1900
584.1825,541.8,534,548.4000000000001,9600
605.1579,541.8,535.2,546,2500
628.2001,541.8,534,544.2,1900
98.9748,542.4,491.99999999999994,567.6,2400
104.1062,542.4,536.4,547.8000000000001,1000
583.1769,542.4,533.4000000000001,549,5200
585.1849,542.4,535.8,546.5999999999999,2600
786.2202,542.4,535.8,547.8000000000001,2100
787.2245,542.4,535.8,546,1700
140.0009,543,537.6,548.4000000000001,1000
187.0632,543,498.00000000000006,568.8000000000001,5200
250.0499,543,527.4,564.6,2300
387.136,544.2,535.2,548.4000000000001,2200
393.1134,544.2,542.4,547.8000000000001,1900
416.1532,544.2,538.8000000000001,547.8000000000001,1700
488.1745,544.2,541.8,547.8000000000001,1400
602.2858,544.2,537.6,549.6,1300
192.073,544.8,543,562.1999999999999,1400
205.069,544.8,530.4,552.6,140000
206.0711,544.8,531,555.6,9200
207.0721,544.8,534.6,549.6,1800
247.0806,544.8,537.6,548.4000000000001,1400
386.1279,544.8,534.6,549.6,1800
437.1303,544.8,535.8,546,1000
579.1666,545.4,541.8,546.5999999999999,1500
582.1708,545.4,532.8000000000001,553.2,6900
122.0702,546,540.6,562.8000000000001,1300
143.0304,546,543,549,1100
202.0673,546,530.4,560.4,17000
401.0961,546,534,554.4,2500
566.1915,546,534.6,550.2,2300
215.2218,546.5999999999999,537,564,1100
265.1105,546.5999999999999,535.8,571.1999999999999,4900
277.0883,546.5999999999999,535.8,558,8000
297.2748,546.5999999999999,537,564,1600
382.129,546.5999999999999,543.6,550.8,2000
469.1499,546.5999999999999,544.2,552.6,1200
565.1816,546.5999999999999,543,553.2,2000
129.1377,547.8000000000001,538.8000000000001,567.6,1700
201.5551,547.8000000000001,546,552.6,1500
289.5827,547.8000000000001,546,550.8,1000
144.0643,548.4000000000001,537.6,556.8,1100
234.0762,548.4000000000001,526.1999999999999,573.6,22000
265.0755,548.4000000000001,540,551.4,1300
340.0642,548.4000000000001,544.2,555.6,1100
400.0848,548.4000000000001,543,568.8000000000001,3800
580.1522,548.4000000000001,543.6,561.5999999999999,13000
584.2751,548.4000000000001,535.2,567.6,2000
291.5847,549,544.8,555,9300
399.5841,549,546,555,1800
564.1745,549,544.2,556.8,3500
146.164,549.6,542.4,573,3400
201.0507,549.6,545.4,560.4,4300
583.2732,549.6,537.6,573.6,8700
162.0753,550.2,548.4000000000001,573.6,3000
279.0374,550.2,542.4,576,9000
283.591,550.2,547.8000000000001,556.8,1300
181.0887,550.8,545.4,572.4,1200
228.0964,550.8,544.2,558,2200
291.0798,550.8,544.8,570,28000
292.0729,550.8,549.6,570,5600
306.5906,550.8,546,562.8000000000001,2900
460.1027,550.8,546,563.4000000000001,1000
464.0842,550.8,545.4,567,3800
617.116,550.8,547.8000000000001,564.6,1300
180.0857,551.4,509.40000000000003,588.6,16000
290.5777,551.4,544.8,573.6,56000
380.6086,551.4,546,570.6,12000
381.1095,551.4,546,568.8000000000001,3900
399.079,551.4,544.2,575.4,11000
582.2705,551.4,537.6,574.8,33000
194.0469,552,546.5999999999999,559.2,1500
263.0622,552,546,572.4,4500
283.0873,552,546.5999999999999,570.6,5100
292.1408,552,546.5999999999999,568.8000000000001,1600
293.0717,552,547.8000000000001,566.4,1600
407.1865,552,546.5999999999999,567.6,1600
127.038,552.6,540.6,577.1999999999999,1800
282.5879,552.6,546,571.1999999999999,7300
306.089,552.6,546,568.8000000000001,4500
339.0576,552.6,544.2,574.8,6900
438.057,552.6,550.8,567.6,1000
587.1277,552.6,546.5999999999999,567.6,2300
203.0526,553.2,541.1999999999999,589.2,300000
204.0551,553.2,544.8,574.2,20000
219.0193,553.2,543.6,572.4,3100
273.0815,553.2,549,563.4000000000001,1900
281.0693,553.2,548.4000000000001,564.6,6000
282.0861,553.2,546.5999999999999,573,18000
290.0757,553.2,544.8,574.2,190000
305.5871,553.2,546,570.6,17000
380.106,553.2,546,573.6,27000
383.1139,553.2,543.6,585,43000
419.0776,553.2,546.5999999999999,569.4,4100
421.0757,553.2,546.5999999999999,568.8000000000001,2300
463.0784,553.2,546.5999999999999,568.8000000000001,5700
553.0815,553.2,550.2,561,1900
615.1179,553.2,547.8000000000001,567.6,3700
673.3369,553.2,549.6,558,1200
384.1141,553.8000000000001,544.2,571.1999999999999,9100
396.0796,553.8000000000001,550.2,559.8,1400
446.105,553.8000000000001,550.2,567,6600
459.0994,553.8000000000001,544.2,574.2,5700
191.038,554.4,549.6,568.8000000000001,2600
437.054,554.4,549,570.6,7600
487.0886,554.4,549.6,567.6,1400
556.2153,554.4,547.8000000000001,561.5999999999999,5400
557.2186,554.4,550.2,559.2,1500
297.5978,555,549.6,567,1500
309.0485,555.6,546.5999999999999,564.6,1500
377.1018,555.6,550.2,565.2,5300
378.1035,555.6,552,559.8,1500
393.0795,556.8,550.2,565.8,9300
197.0534,557.4,551.4,564.6,3300
291.6392,557.4,541.8,571.1999999999999,6700
300.6446,557.4,544.8,569.4,2700
301.0593,557.4,546.5999999999999,567,1900
394.0828,557.4,552,561,1400
436.0584,557.4,547.8000000000001,569.4,2900
462.0748,557.4,546,570.6,37000
466.0719,557.4,549,567,1200
573.141,557.4,552,559.8,1400
210.0838,558,551.4,566.4,3700
394.1794,558.6,553.2,564,1800
175.1065,559.2,552,568.8000000000001,8400
171.0758,559.8,552.6,565.2,3100
188.102,559.8,549.6,570.6,15000
189.105,561,552.6,564.6,1400
197.0884,561,552.6,566.4,7100
393.2958,561,559.8,564.6,3500
406.1297,561,544.2,567.6,3300
493.0985,561,548.4000000000001,567,1400
236.073,561.5999999999999,544.2,567,1200
391.0986,561.5999999999999,543.6,571.1999999999999,4500
532.1143,561.5999999999999,558.6,565.8,1800
352.0528,562.1999999999999,558.6,565.8,1600
601.3299,562.1999999999999,551.4,565.8,1400
235.0788,562.8000000000001,543,569.4,2200
442.177,562.8000000000001,557.4,565.8,1000
282.012,563.4000000000001,548.4000000000001,568.8000000000001,3300
173.0863,564.6,563.4000000000001,570,1800
378.1318,564.6,559.2,569.4,3000
170.0915,565.2,542.4,577.1999999999999,24000
171.0943,565.2,561,570.6,2600
229.1172,565.2,546.5999999999999,571.1999999999999,3100
401.2108,565.2,561,570,1000
215.5554,565.8,549.6,568.8000000000001,1800
294.0691,565.8,549,568.8000000000001,1400
420.1953,565.8,545.4,570,2700
200.0436,566.4,546.5999999999999,573.6,29000
200.5456,566.4,547.8000000000001,571.1999999999999,4200
247.1373,566.4,563.4000000000001,570.6,1600
372.1158,566.4,549,571.1999999999999,2600
432.0463,566.4,564,569.4,1600
86.0595,567,564.6,570.6,1700
192.054,567,550.8,571.1999999999999,2300
248.1236,567,564,568.8000000000001,1200
266.067,567,564,569.4,1500
145.0485,567.6,535.8,580.2,4600
163.0589,567.6,541.8,580.8,6100
335.0931,567.6,561,572.4,1900
479.0042,567.6,564.6,573,5500
481.0026,567.6,564.6,573,5700
558.2204,567.6,565.2,573.6,1000
265.5737,568.8000000000001,563.4000000000001,573.6,2800
828.3144,568.8000000000001,567,572.4,1000
199.0993,569.4,545.4,580.2,2800
378.1582,569.4,550.2,580.2,6100
918.347,569.4,565.2,573.6,1500
85.0278,570,537.6,576.5999999999999,1800
198.0964,570,543,591.5999999999999,34000
530.1388,570.6,566.4,573.6,1300
137.0503,571.1999999999999,567.6,573,1100
365.1445,571.1999999999999,566.4,573.6,2400
136.0471,571.8,564.6,577.8000000000001,22000
154.0577,571.8,564.6,580.2,36000
155.0607,571.8,567.6,573.6,1900
286.1293,571.8,569.4,574.8,2800
481.1483,571.8,567.6,573,1700
285.1269,572.4,567,578.4000000000001,25000
414.1493,572.4,569.4,573.6,5700
416.1923,572.4,567.6,578.4000000000001,24000
417.1927,572.4,569.4,574.2,4000
432.1604,572.4,568.8000000000001,576,19000
496.2118,572.4,567.6,573.6,2300
547.2562,572.4,569.4,577.1999999999999,15000
548.2564,572.4,569.4,576,3800
563.2293,572.4,569.4,574.2,16000
678.3326,572.4,570,576,4100
438.172,573,569.4,574.8,1400
264.1475,573.6,570.6,579.6,2300
263.1451,574.2,567,585,22000
525.2821,574.2,572.4,577.1999999999999,1300
435.0553,563.4000000000001,546,571.8,19000
437.0522,575.4,573.6,579,1900
131.6865,576.5999999999999,567.6,585.6,2000
280.0908,577.1999999999999,573,587.4,2200
132.0767,578.4000000000001,565.2,600.6,810000
133.0787,578.4000000000001,565.2,594.6,44000
114.0653,579.6,566.4,589.2,4500
134.0802,579.6,565.8,588.6,3900
518.1353,579.6,577.1999999999999,582,2900
90.0544,580.2,565.2,598.2,21000
204.0555,580.8,579,583.8000000000001,1100
342.0417,580.8,579.6,590.4,1300
389.1775,580.8,574.8,587.4,8900
442.0571,580.8,577.8000000000001,593.4000000000001,5700
611.0507,580.8,577.8000000000001,591.5999999999999,2700
1192.0914,580.8,579.6,589.8,1400
1196.0834,580.8,579.6,589.8,1700
336.0513,581.4,577.8000000000001,592.1999999999999,1700
338.0484,581.4,577.1999999999999,594,4300
340.0454,581.4,577.8000000000001,593.4000000000001,3300
343.1628,581.4,566.4,593.4000000000001,7300
393.0484,581.4,578.4000000000001,591,3200
395.0453,581.4,577.8000000000001,590.4,1300
444.0543,581.4,577.1999999999999,595.8,17000
445.053,581.4,577.8000000000001,592.8000000000001,3000
446.0515,581.4,577.1999999999999,595.8,19000
448.0482,581.4,577.1999999999999,595.2,12000
450.0455,581.4,577.8000000000001,593.4000000000001,3900
457.132,581.4,579,585.6,3200
495.0596,581.4,577.1999999999999,594,7300
497.057,581.4,576.5999999999999,596.4,22000
499.0542,581.4,576.5999999999999,596.4,29000
501.0522,581.4,576.5999999999999,598.2,21000
503.0481,581.4,577.1999999999999,596.4,9700
550.0611,581.4,577.8000000000001,592.1999999999999,4000
552.0572,581.4,577.8000000000001,593.4000000000001,7700
553.0559,581.4,579,590.4,3500
554.0547,581.4,577.8000000000001,593.4000000000001,6200
