ilp_nodes1,ilp_nodes2,edge_id,node1,node2,mass_dif,category,linktype,direction,rdbe,formula1,formula2,ilp_edge_id,score_category,score_chromatogram_artifact,score_inten_isotope,score_MS2_library_fragment,score_MS2_similarity,score_MS2_abiotic_mz_appearance,cplex_score,ilp_solution
52533,66565,20550,2603,3290,-0.053142065893400245,Biotransform,C1O1,0,1,C9H17N3O5,C10H17N3O6,125220,0,0,,,0.20153929126001677,,0.2015393,1
52533,63974,20551,2603,3157,0.3103466435531118,Biotransform,C1O1,0,1,C9H17N3O5,C10H17N3O6,125229,0,0,,,0.20153929126001677,,0.2015393,1
27245,53484,20552,1605,2647,-0.4165928799034764,Biotransform,C1O1,0,1,C11H21N1O5,C12H21N1O6,125238,0,0,,,0.2628415504021804,,0.2628416,1
27245,54489,20553,1605,2743,-0.4165928799034764,Biotransform,C1O1,0,1,C11H21N1O5,C12H21N1O6,125248,0,0,,,0.2628415504021804,,0.2628416,1
27245,31278,20554,1605,1828,-0.05313719867271514,Biotransform,C1O1,0,1,C11H21N1O5,C12H21N1O6,125258,0,0,,,,,0,0
64921,72636,20555,3207,3529,-0.05313503560049252,Biotransform,C1O1,0,1,C10H21N3O4,C11H21N3O5,125269,0,0,,,,,0,0
64921,75984,20556,3207,3682,-0.05313503560049252,Biotransform,C1O1,0,1,C10H21N3O4,C11H21N3O5,125274,0,0,,,,,0,0
65390,79686,20560,3236,3806,-0.41514602290884256,Biotransform,C1O1,0,1,C9H16N2O6,C10H16N2O7,125308,0,0,,,0.16739266927572244,,0.1673927,1
65390,84583,20561,3236,3951,-0.41514602290884256,Biotransform,C1O1,0,1,C9H16N2O6,C10H16N2O7,125317,0,0,,,0.16739266927572244,,0.1673927,1
65390,64004,20562,3236,3158,0.30924046170349284,Biotransform,C1O1,0,1,C9H16N2O6,C10H16N2O7,125326,0,0,,,,,0,0
56648,54395,20570,2867,2737,-0.4121372686662018,Biotransform,C1O1,0,1,C9H18N2O6,C10H18N2O7,125395,0,0,,,,,0,0
70595,43363,20595,3454,2320,-4.611141674896145,Biotransform,C1O1,0,1,C10H15N3O5,C11H15N3O6,125625,0,0,,,,,0,0
18040,15311,20597,923,728,-0.05126990790170453,Biotransform,C1O1,0,1,C13H23N1O4,C14H23N1O5,125653,0,0,,,,,0,0
18040,18240,20598,923,935,-0.05126990790170453,Biotransform,C1O1,0,1,C13H23N1O4,C14H23N1O5,125659,0,0,,,,,0,0
26607,15311,20599,1564,728,-0.05126990790170453,Biotransform,C1O1,0,1,C13H23N1O4,C14H23N1O5,125665,0,0,,,,,0,0
26607,18240,20600,1564,935,-0.05126990790170453,Biotransform,C1O1,0,1,C13H23N1O4,C14H23N1O5,125671,0,0,,,,,0,0
17867,18567,20612,912,966,-0.05091003905586524,Biotransform,C1O1,0,1,C13H25N1O4,C14H25N1O5,125763,0,0,,,,,0,0
64341,75440,20621,3173,3650,0.29529088489644295,Biotransform,C1O1,0,1,C9H19N5O4,C10H19N5O5,125852,0,0,,,,,0,0
23651,8667,20622,1395,321,-0.05056156834943605,Biotransform,C1O1,0,1,C12H23N1O5,C13H23N1O6,125857,0,0,,,,,0,0
81465,87408,20625,3864,4109,0.29433774888541814,Biotransform,C1O1,0,1,C9H14N2O7,C10H14N2O8,125868,0,0,,,,,0,0
64980,87408,20627,3211,4109,-0.05040077179993807,Biotransform,C1O1,0,1,C9H14N2O7,C10H14N2O8,125896,0,0,,,,,0,0
85073,87408,20629,3973,4109,-0.05040077179993807,Biotransform,C1O1,0,1,C9H14N2O7,C10H14N2O8,125926,0,0,,,,,0,0
67627,62340,20633,3347,3084,0.2943007171556678,Biotransform,C1O1,0,1,C10H18N2O6,C11H18N2O7,125974,0,0,,,,,0,0
34389,97834,20663,2008,4671,4.679807825007823,Biotransform,C1O1,0,1,C15H8O5,C16H8O6,126164,0,0,,,,,0,0
19077,15344,20678,1032,731,-0.717115523002888,Biotransform,C1O1,0,1,C17H37N1O1,C18H37N1O2,126312,0,0,,,,,0,0
33075,26643,20680,1935,1568,0.6177277873360096,Biotransform,C1O1,0,1,C16H16O4,C17H16O5,126329,0,0,,,,,0,0
90915,29454,20681,4262,1716,-0.3818842233327383,Biotransform,C1O1,0,1,C11H20N4O4,C12H20N4O5,126345,0,0,,,,,0,0
90915,50528,20682,4262,2516,-0.3818842233327383,Biotransform,C1O1,0,1,C11H20N4O4,C12H20N4O5,126349,0,0,,,,,0,0
18347,11014,20691,946,429,-0.3804666477320896,Biotransform,C1O1,0,1,C16H35N1O2,C17H35N1O3,126387,0,0,,,,,0,0
79686,86561,20701,3806,4023,0.280771564111534,Biotransform,C1O1,0,1,C10H16N2O7,C11H16N2O8,126462,0,0,,,0.32172750351754076,,0.3217275,1
79686,42389,20702,3806,2276,1.2673183255438374,Biotransform,C1O1,0,1,C10H16N2O7,C11H16N2O8,126479,0,0,,,,,0,0
84583,86561,20703,3951,4023,0.280771564111534,Biotransform,C1O1,0,1,C10H16N2O7,C11H16N2O8,126496,0,0,,,0.32172750351754076,,0.3217275,1
84583,42389,20704,3951,2276,1.2673183255438374,Biotransform,C1O1,0,1,C10H16N2O7,C11H16N2O8,126513,0,0,,,,,0,0
64004,86561,20705,3158,4023,-0.376927110294608,Biotransform,C1O1,0,1,C10H16N2O7,C11H16N2O8,126530,0,0,,,,,0,0
64004,42389,20706,3158,2276,0.6096202999883746,Biotransform,C1O1,0,1,C10H16N2O7,C11H16N2O8,126547,0,0,,,,,0,0
